id1,used,used2,id,id2,name,date_,nocollared,season,how_obtain,confidence,packid,pack,disthha,easting,northing,distacc,wolfwin,sheepwi,goatwin,elkwint,moosewi,deerwin,elevati,landcov,rowid_,value,count,habitattyp,AlpineHerb,AlpineShrub,BurnForest,BurnGrassland,BurnShrub,ClosedConifer,Cloud,Herbaceous,MixedForest,ModerateConifer,OpenConifer,RockIce,Shrub,Water,burn
1238,0,0,0,0,0,,0,,0,0,0,Bow valley,30,559835,5694490,0,4,1,1,4,4,4,1520,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
855,0,0,0,0,0,,0,,0,0,0,Bow valley,241.87,584334,5675932,241.87,5,1,1,4,3,6,1438,5,9,5,89214,Mixed forest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
678,0,0,0,0,0,,0,,0,0,0,Bow valley,324.5,588118,5670859,324.5,5,3,1,5,5,5,1402,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1313,0,0,0,0,0,,0,,0,0,0,Bow valley,8361.39,590663,5716287,690.65,4,5,5,5,3,3,2188,12,15,12,227876,Burn-Forest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1006,0,0,0,0,0,,0,,0,0,0,Bow valley,0,597535,5662760,0,1,1,4,1,1,1,2394,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1246,0,0,0,0,0,,0,,0,0,0,Bow valley,10761.31,583991,5719351,1909.19,3,3,4,1,4,1,2271,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
986,0,0,0,0,0,,0,,0,0,0,Bow valley,2317,566861,5681534,1092.02,3,1,3,3,3,3,1864,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
276,1,1,279,1698,87,1/16/05,1,winter,2,1,2,Bow valley,60,583042,5677183,60,5,1,1,4,3,6,1488,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,1,1,202,1392,63,1/23/03,1,winter,2,1,2,Bow valley,657.95,586050,5675400,657.95,5,3,1,5,5,5,1447,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,0,0,0,0,0,,0,,0,0,0,Bow valley,1897.6,585145,5670892,1897.6,3,3,4,1,4,1,1909,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,,0,,0,0,0,Bow valley,1320,593423,5665539,1320,3,5,6,3,3,3,2059,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1258,0,0,0,0,0,,0,,0,0,0,Bow valley,7850.72,581525,5706261,1021.76,3,6,5,3,1,3,2388,15,6,15,309468,Alpine Herb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1,1,278,1697,87,1/10/05,1,winter,2,1,2,Bow valley,201.25,586600,5674600,201.25,5,1,1,5,3,5,1423,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,1,1,201,1391,63,1/18/03,1,winter,2,1,2,Bow valley,0,574600,5680900,0,4,1,3,4,5,3,1446,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,1,1,297,1716,87,3/12/05,1,winter,2,1,2,Bow valley,403.61,584700,5675050,403.61,5,3,1,5,5,5,1402,9,7,9,64429,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
514,0,0,0,0,0,,0,,0,0,0,Bow valley,496.59,590357,5667885,496.59,4,3,1,4,5,4,1489,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,1,8,951,44,12/28/01,1,winter,2,1,2,Bow valley,617.74,588150,5671250,617.74,5,3,1,5,5,5,1402,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1136,0,0,0,0,0,,0,,0,0,0,Bow valley,540.83,561745,5693699,540.83,7,7,7,7,7,7,1570,9,7,9,64429,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,1,1,84,1030,44,2/1/02,1,winter,2,1,2,Bow valley,169.71,585000,5675600,169.71,6,5,1,6,1,6,1403,12,15,12,227876,Burn-Forest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
668,0,0,0,0,0,,0,,0,0,0,Bow valley,1771.02,587962,5675468,1771.02,4,3,4,4,4,3,2025,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,,0,,0,0,0,Bow valley,189.74,584072,5676123,189.74,5,1,1,4,3,6,1436,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,1,1,11,954,44,11/5/01,1,winter,2,1,2,Bow valley,466.69,584800,5674850,466.69,5,3,1,5,5,5,1402,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,1,1,204,1394,63,1/27/03,1,winter,2,2,2,Bow valley,30,579800,5678850,30,5,3,3,5,5,4,1433,1,1,1,463198,Open Conifer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,1,1,155,1101,44,4/4/02,1,winter,2,1,2,Bow valley,189.74,586550,5673930,189.74,5,3,1,5,5,5,1402,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,1,1,271,1690,87,12/6/04,1,winter,2,1,2,Bow valley,0,591200,5664700,0,5,3,3,3,4,5,1577,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
857,0,0,0,0,0,,0,,0,0,0,Bow valley,1140.39,559541,5692814,1140.39,4,1,4,4,5,4,1670,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1253,0,0,0,0,0,,0,,0,0,0,Bow valley,10828.05,578191,5716839,2749.87,3,5,6,3,3,3,2224,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
717,0,0,0,0,0,,0,,0,0,0,Bow valley,469.57,580513,5680247,469.57,4,4,3,4,4,4,1736,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,,0,,0,0,0,Bow valley,891.96,574510,5684136,891.96,1,1,1,1,1,1,2614,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
308,1,1,311,1730,87,4/5/05,1,winter,2,1,2,Bow valley,241.87,584500,5676500,241.87,5,1,1,4,3,6,1504,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,,0,,0,0,0,Bow valley,1376.74,573486,5685477,1376.74,1,1,4,1,1,1,2543,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,0,0,0,0,0,,0,,0,0,0,Bow valley,1596.78,574354,5675670,1596.78,4,3,1,4,6,4,2108,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,1,1,199,1389,63,1/21/03,1,winter,2,1,2,Bow valley,540.83,580300,5677600,540.83,5,3,1,5,5,5,1430,1,1,1,463198,Open Conifer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1130,0,0,0,0,0,,0,,0,0,0,Bow valley,90,558172,5695075,90,4,1,3,4,5,3,1538,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
829,0,0,0,0,0,,0,,0,0,0,Bow valley,30,591709,5668178,30,5,4,3,4,5,5,1402,5,9,5,89214,Mixed forest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
443,0,0,0,0,0,,0,,0,0,0,Bow valley,551.54,586292,5671627,551.54,4,4,3,4,4,4,1503,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
703,0,0,0,0,0,,0,,0,0,0,Bow valley,42.43,565790,5683865,42.43,5,3,3,3,4,5,1696,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,,0,,0,0,0,Bow valley,3445.95,569322,5689227,2313.11,3,5,6,3,3,3,2231,1,1,1,463198,Open Conifer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
643,0,0,0,0,0,,0,,0,0,0,Bow valley,0,600790,5661489,0,3,3,1,3,4,3,1760,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,1,1,258,1545,63,2/21/03,1,winter,2,1,2,Bow valley,466.69,587100,5672300,466.69,5,3,1,5,5,5,1402,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
849,0,0,0,0,0,,0,,0,0,0,Bow valley,60,592092,5666154,60,4,4,3,4,4,4,1562,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,,0,,0,0,0,Bow valley,1018.23,568054,5687003,1018.23,4,3,1,4,5,4,1591,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,1,1,82,1028,44,2/8/02,1,winter,2,1,2,Bow valley,30,573611,5681700,30,4,1,1,4,4,4,1441,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,1,1,50,993,44,1/20/02,1,winter,2,1,2,Bow valley,725.6,585600,5675800,589.41,5,4,3,5,4,5,1447,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,0,0,0,0,0,,0,,0,0,0,Bow valley,2018.04,578902,5675219,2018.04,3,5,6,3,3,3,2165,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
806,0,0,0,0,0,,0,,0,0,0,Bow valley,1395.89,571280,5677242,859.07,3,3,1,3,4,3,1748,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,1,1,296,1715,87,3/2/05,1,winter,2,1,2,Bow valley,536.66,588050,5673200,536.66,6,1,3,6,3,6,1509,12,15,12,227876,Burn-Forest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
435,0,0,0,0,0,,0,,0,0,0,Bow valley,758.95,589703,5667821,758.95,5,3,3,3,4,5,1533,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1026,0,0,0,0,0,,0,,0,0,0,Bow valley,1806.24,578783,5682329,1806.24,4,4,3,4,4,4,2015,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,1,1,152,1098,44,4/6/02,1,winter,2,1,2,Bow valley,711.2,585200,5676500,90,5,1,1,4,3,6,1468,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,,0,,0,0,0,Bow valley,60,592159,5665575,60,4,4,3,4,4,4,1557,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,,0,,0,0,0,Bow valley,150,588590,5669539,150,5,4,3,4,5,5,1438,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,1,1,200,1390,63,1/20/03,1,winter,2,1,2,Bow valley,0,580391,5678412,0,5,3,1,5,5,5,1433,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,1,1,9,952,44,12/29/01,1,winter,2,1,2,Bow valley,0,588155,5672074,0,5,1,1,5,3,5,1405,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,1,1,161,1253,63,10/16/02,1,winter,2,2,2,Bow valley,390,592500,5665500,390,4,4,3,4,4,4,1666,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,,0,,0,0,0,Bow valley,10265.52,584891,5719439,2191.85,1,1,1,1,1,1,2360,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1206,0,0,0,0,0,,0,,0,0,0,Bow valley,1074.15,589353,5665940,1074.15,5,5,5,4,3,5,2087,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1363,0,0,0,0,0,,0,,0,0,0,Bow valley,2806.08,571827,5711342,840,4,4,3,4,4,4,2116,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,1,1,174,1324,63,11/23/02,1,winter,2,1,2,Bow valley,0,583900,5676600,0,5,1,1,4,3,6,1436,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
946,0,0,0,0,0,,0,,0,0,0,Bow valley,510,573755,5677554,510,4,1,4,4,5,4,1641,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
152,1,1,154,1100,44,4/6/02,1,winter,2,1,2,Bow valley,308.87,585650,5675250,308.87,5,3,1,5,5,5,1423,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,1,1,61,1005,44,2/7/02,1,winter,2,1,2,Bow valley,30,573600,5681700,30,4,1,1,4,4,4,1441,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,0,0,0,0,0,,0,,0,0,0,Bow valley,2502.26,569010,5688150,2502.26,4,4,3,4,4,4,1897,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,,0,,0,0,0,Bow valley,551.54,572104,5683998,551.54,4,4,3,4,4,4,1737,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1396,0,0,0,0,0,,0,,0,0,0,Bow valley,2001.92,560392,5721974,1611.37,3,6,5,3,1,3,2666,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1077,0,0,0,0,0,,0,,0,0,0,Bow valley,1826.31,569066,5687318,1826.31,4,3,1,4,5,4,1742,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,1,1,96,1042,44,2/15/02,1,winter,2,1,2,Bow valley,108.17,558900,5696500,108.17,4,3,1,4,5,4,1585,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1144,0,0,0,0,0,,0,,0,0,0,Bow valley,0,597754,5662828,0,3,6,5,3,1,3,2322,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
691,0,0,0,0,0,,0,,0,0,0,Bow valley,67.08,572644,5682476,67.08,4,1,3,4,4,4,1458,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,1,1,60,1004,44,2/2/02,1,winter,2,1,2,Bow valley,30,579051,5678956,30,5,3,3,5,5,4,1433,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
474,0,0,0,0,0,,0,,0,0,0,Bow valley,192.09,586302,5667805,192.09,3,3,1,3,4,3,1844,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,2,945,44,12/19/01,1,winter,2,1,2,Bow valley,466.69,567700,5686600,466.69,5,3,1,5,4,4,1498,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1044,0,0,0,0,0,,0,,0,0,0,Bow valley,2489.28,581561,5670695,2489.28,3,6,5,3,1,3,2553,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
930,0,0,0,0,0,,0,,0,0,0,Bow valley,0,599837,5664133,0,4,4,3,4,4,4,1744,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1353,0,0,0,0,0,,0,,0,0,0,Bow valley,7933.85,576888,5709961,3253.86,1,1,3,1,1,1,2346,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1411,0,0,0,0,0,,0,,0,0,0,Bow valley,9724.12,578236,5714159,4016.08,3,6,5,3,1,3,2606,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,0,0,0,0,0,,0,,0,0,0,Bow valley,1477.33,570602,5685720,1306.98,5,5,5,5,4,5,1815,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,,0,,0,0,0,Bow valley,2043.53,581970,5671883,2043.53,1,1,4,1,1,1,2688,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
304,1,1,307,1726,87,3/29/05,1,winter,2,1,2,Bow valley,331.36,577700,5679050,331.36,4,1,1,4,4,4,1433,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,0,0,0,0,0,,0,,0,0,0,Bow valley,540.83,590833,5668990,540.83,5,1,1,5,6,4,1402,7,11,7,189881,Herbaceous,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215,1,1,217,1424,63,2/11/03,1,winter,2,2,2,Bow valley,432.67,586750,5673350,432.67,5,3,1,5,5,5,1402,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
535,0,0,0,0,0,,0,,0,0,0,Bow valley,2948.71,570792,5687547,2948.71,1,1,4,1,1,1,2383,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
928,0,0,0,0,0,,0,,0,0,0,Bow valley,318.9,586164,5668494,318.9,3,3,1,3,4,3,1878,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,,0,,0,0,0,Bow valley,0,582304,5677024,0,5,1,1,4,3,6,1458,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
883,0,0,0,0,0,,0,,0,0,0,Bow valley,375.9,565201,5689396,150,4,1,3,4,4,4,1514,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,1,1,48,991,44,1/19/02,1,winter,2,1,2,Bow valley,366.2,582150,5676100,366.2,5,3,1,5,5,5,1430,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1227,0,0,0,0,0,,0,,0,0,0,Bow valley,0,598646,5661325,0,1,1,4,1,1,1,2169,5,9,5,89214,Mixed forest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,1,1,92,1038,44,2/14/02,1,winter,2,2,2,Bow valley,590.93,578500,5679800,590.93,4,3,1,4,5,4,1481,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
698,0,0,0,0,0,,0,,0,0,0,Bow valley,390,580915,5674395,390,5,3,3,3,4,5,1616,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,,0,,0,0,0,Bow valley,0,602249,5659273,0,3,3,1,3,4,3,1767,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
852,0,0,0,0,0,,0,,0,0,0,Bow valley,1423.02,569344,5681087,530.75,4,1,4,4,5,4,1624,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,1,1,265,1684,87,11/27/04,1,winter,2,1,2,Bow valley,524.79,585850,5674100,524.79,5,3,1,5,5,5,1402,9,7,9,64429,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
475,0,0,0,0,0,,0,,0,0,0,Bow valley,1100.23,573992,5676152,1100.23,4,3,1,3,3,4,1958,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1084,0,0,0,0,0,,0,,0,0,0,Bow valley,276.59,572539,5683995,276.59,4,4,3,4,4,4,1803,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,,0,,0,0,0,Bow valley,1480.07,591293,5671116,1480.07,3,5,6,3,3,3,2293,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
834,0,0,0,0,0,,0,,0,0,0,Bow valley,1332.22,589698,5672700,1332.22,3,5,6,3,3,3,2155,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1117,0,0,0,0,0,,0,,0,0,0,Bow valley,899,580408,5675499,899,4,5,3,3,6,4,1673,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,,0,,0,0,0,Bow valley,2176.81,588507,5666782,2176.81,4,4,3,4,4,4,2220,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,0,0,0,0,0,,0,,0,0,0,Bow valley,403.61,574549,5685528,403.61,7,7,7,7,7,7,2234,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,,0,,0,0,0,Bow valley,530.75,589482,5669615,530.75,5,3,1,5,5,5,1402,5,9,5,89214,Mixed forest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,1,1,259,1546,63,3/2/03,1,winter,1,1,2,Bow valley,0,603425,5659479,0,5,3,1,5,5,4,1524,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
611,0,0,0,0,0,,0,,0,0,0,Bow valley,42.43,587120,5668769,42.43,3,3,1,3,4,3,1647,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,1,1,172,1322,63,11/5/02,1,winter,2,2,2,Bow valley,240,584300,5675400,240,5,3,1,5,5,5,1402,5,9,5,89214,Mixed forest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1182,0,0,0,0,0,,0,,0,0,0,Bow valley,474.34,571653,5682197,474.34,4,1,1,4,4,4,1450,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
737,0,0,0,0,0,,0,,0,0,0,Bow valley,827.59,575171,5683561,827.59,1,1,4,1,1,1,2615,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1193,0,0,0,0,0,,0,,0,0,0,Bow valley,324.5,579394,5672687,324.5,3,5,6,3,3,3,1697,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,0,0,0,0,0,,0,,0,0,0,Bow valley,371.08,583771,5675417,371.08,5,3,1,5,5,5,1406,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1109,0,0,0,0,0,,0,,0,0,0,Bow valley,212.13,568594,5684279,212.13,4,1,1,4,4,4,1464,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
673,0,0,0,0,0,,0,,0,0,0,Bow valley,1884.04,584808,5669310,1884.04,3,3,4,1,4,1,2284,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1166,0,0,0,0,0,,0,,0,0,0,Bow valley,254.56,573099,5676196,254.56,3,1,3,3,3,3,1874,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1038,0,0,0,0,0,,0,,0,0,0,Bow valley,0,600021,5660498,0,3,3,1,3,4,3,1928,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,,0,,0,0,0,Bow valley,0,601354,5659931,0,3,3,1,3,4,3,1860,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,1,1,74,1020,44,3/22/02,1,winter,2,1,2,Bow valley,456.95,578750,5679500,456.95,4,3,1,4,5,4,1471,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
876,0,0,0,0,0,,0,,0,0,0,Bow valley,1060.66,597936,5666451,30,4,1,3,4,5,3,1559,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,0,0,0,0,0,,0,,0,0,0,Bow valley,134.16,591137,5669623,134.16,6,1,3,6,3,6,1511,7,11,7,189881,Herbaceous,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
866,0,0,0,0,0,,0,,0,0,0,Bow valley,957.18,574702,5682900,957.18,4,3,3,4,5,4,1859,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,,0,,0,0,0,Bow valley,2761.47,598026,5717729,1198.87,4,6,5,4,3,3,2017,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,,0,,0,0,0,Bow valley,134.16,559002,5694713,30,4,1,4,4,5,4,1523,9,7,9,64429,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
782,0,0,0,0,0,,0,,0,0,0,Bow valley,0,602663,5660812,0,5,5,5,5,4,5,1886,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,1,1,419,943,44,11/21/01,1,winter,2,1,2,Bow valley,0,574311,5681151,0,4,1,3,4,5,3,1444,8,12,8,341073,Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1169,0,0,0,0,0,,0,,0,0,0,Bow valley,1552.19,583926,5672716,1552.19,4,3,1,4,4,4,1732,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,,0,,0,0,0,Bow valley,636.4,585433,5675822,408.04,5,1,1,5,3,5,1431,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
765,0,0,0,0,0,,0,,0,0,0,Bow valley,1697.06,563719,5692896,1455.23,4,3,1,4,5,4,1661,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784,0,0,0,0,0,,0,,0,0,0,Bow valley,1098.59,584590,5677464,192.09,4,4,3,4,4,4,1614,3,3,3,1145298,Closed Conifer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,,0,,0,0,0,Bow valley,840.54,593186,5666070,840.54,4,4,3,4,4,4,1944,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,1,1,86,1032,44,2/1/02,1,winter,2,1,2,Bow valley,189.74,585470,5674750,189.74,6,1,3,6,4,6,1402,7,11,7,189881,Herbaceous,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790,0,0,0,0,0,,0,,0,0,0,Bow valley,1397.18,578363,5682348,1397.18,4,1,4,4,5,4,1961,2,2,2,1862186,Moderate Conifer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1263,0,0,0,0,0,,0,,0,0,0,Bow valley,2723.56,570800,5713114,30,4,1,1,4,4,4,1943,10,13,10,3254214,Rock-Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
