"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","pack","used"
4,5,4,3,1,4,1585,115.164087714772,29.5074983763895,"Bow Valley",1
4,5,4,3,1,4,1586.05288888885,5.6210779452891,18.9649985139771,"Bow Valley",1
4,5,4,3,1,4,1601.97333333315,296.481457059352,255.441083444568,"Red Deer",1
4,5,4,3,1,4,1601.97333333315,296.481457059352,255.441083444568,"Red Deer",1
4,5,4,3,1,4,1601.97333333315,296.481457059352,255.441083444568,"Red Deer",1
4,5,4,3,1,4,1606.74622222206,177.41602895338,1291.35103956609,"Bow Valley",1
4,5,4,3,1,4,1609.21999999994,998.058075756515,878.816369057863,"Red Deer",1
4,5,4,3,1,4,1609.21999999994,998.058075756515,878.816369057863,"Red Deer",1
4,5,4,3,1,4,1613,161.145660407495,346.475239682244,"Bow Valley",1
4,5,4,3,1,4,1622.9204444443,281.993666137859,1385.63003942897,"Bow Valley",1
4,5,5,3,1,5,1712.53333333327,42.5865595331416,6094.20488497164,"Red Deer",1
4,5,5,3,1,5,1712.53333333327,42.5865595331416,6118.42461699638,"Red Deer",1
4,5,5,3,1,5,1712.53333333327,42.5865595331416,6118.42461699638,"Red Deer",1
4,5,5,3,1,5,1714.53333333327,8.52360412042671,6108.91834056521,"Red Deer",1
4,5,5,3,1,5,1716.67955555551,248.099093583832,6884.41358834798,"Red Deer",1
4,5,5,3,3,5,1433,23.8047225996683,0,"Bow Valley",1
4,5,5,3,3,5,1433,42.5865595331416,118.782002124519,"Bow Valley",1
4,5,5,3,3,5,1433,115.164087714772,33.6858974768349,"Bow Valley",1
4,5,5,3,3,5,1766.14622222224,427.396182522456,9367.8168159847,"Red Deer",1
4,5,5,3,3,5,1801.54044444442,94.455824447672,18.3247603383883,"Red Deer",1
4,5,5,3,3,5,1875.31333333333,99.6840333580039,5777.5225012813,"Red Deer",1
4,5,5,3,3,5,1875.31333333333,99.6840333580039,5777.5225012813,"Red Deer",1
4,5,5,3,3,5,1875.31333333333,99.6840333580039,5777.5225012813,"Red Deer",1
4,5,5,4,1,5,1433,84.1720542984952,33.0987966819686,"Bow Valley",1
4,5,5,4,1,5,1464.54622222243,165.918568125378,197.998771411077,"Bow Valley",1
4,5,5,4,1,5,1494.21999999994,64.7275672957172,51.0549378871522,"Bow Valley",1
4,5,5,4,1,5,1498.43999999987,593.319019567085,570.047602992878,"Bow Valley",1
4,5,5,4,1,5,1506.9204444443,197.413440466858,280.225474754502,"Bow Valley",1
4,5,5,4,1,5,1567.67955555551,567.882234263288,486.760838738389,"Red Deer",1
4,5,5,4,1,5,1567.67955555551,567.882234263288,486.760838738389,"Red Deer",1
4,5,5,4,1,5,1733.37999999988,315.63164440023,6095.9996045834,"Red Deer",1
4,5,5,4,1,5,1742.91333333315,167.413440466858,6347.81926213254,"Red Deer",1
4,5,5,4,1,5,1764.31333333333,373.210079684386,9331.24025831086,"Red Deer",1
4,5,5,4,1,5,1764.31333333333,373.210079684386,9331.24025831086,"Red Deer",1
4,5,5,4,1,5,1765.10044444455,283.66480121006,10296.5167047507,"Red Deer",1
4,5,5,4,1,5,1771.05955555539,370.758604878967,6378.53195193832,"Red Deer",1
4,6,5,1,1,5,1402,181.905590670469,55.1171810259662,"Bow Valley",1
4,6,5,1,1,5,1402,196.07740111434,213.819660121104,"Bow Valley",1
4,6,5,1,1,5,1402,463.514515080143,303.409872322824,"Bow Valley",1
4,6,5,1,1,5,1402,515.142179111768,443.041108968303,"Bow Valley",1
4,6,5,1,1,5,1402,580.005572445972,401.172479631646,"Bow Valley",1
4,6,5,1,1,5,1402,598.231387710315,364.170596981916,"Bow Valley",1
4,6,5,1,1,5,1402,676.06828388317,489.293298101971,"Bow Valley",1
4,6,5,1,1,5,1402.53333333327,158.657543089597,209.530917668213,"Bow Valley",1
4,6,5,1,1,5,1404.68666666667,94.455824447672,160.150744948215,"Bow Valley",1
5,1,4,6,5,5,1736.26755555445,600.19059445165,552.403430839182,"Bow Valley",1
5,3,5,1,1,5,1402,102.98244806327,146.668419348921,"Bow Valley",1
5,3,5,1,1,5,1402,131.873975435212,255.15320940998,"Bow Valley",1
5,3,5,1,1,5,1403.75333333321,8.52360412042671,73.7663879551946,"Bow Valley",1
5,3,5,1,1,5,1404.75333333321,43.51552217132,79.3007147842654,"Bow Valley",1
5,3,5,1,1,5,1412.9066666666,315.80334842591,279.305204836707,"Bow Valley",1
5,3,5,1,1,5,1413.09288888853,8.52360412042671,1.07716370655684,"Bow Valley",1
5,3,5,1,1,5,1413.9066666666,344.657092011614,169.720294455247,"Bow Valley",1
5,3,5,1,1,5,1414.54044444442,250.239413739,352.71041030441,"Bow Valley",1
5,3,5,1,1,5,1416.28666666648,115.3625780016,8.687428742392,"Bow Valley",1
5,3,5,1,1,5,1419.9066666666,338.172738334564,74.4172290145293,"Bow Valley",1
5,3,5,1,1,5,1421.76711111091,195.036854019579,203.199088674296,"Bow Valley",1
5,3,5,1,1,5,1424.9066666666,320.069902221054,127.122778212228,"Bow Valley",1
5,3,5,1,1,5,1469.34666666648,504.386901183749,356.336104017818,"Bow Valley",1
5,3,5,1,1,5,1529.0071111109,308.992328617696,236.547409350872,"Bow Valley",1
5,3,6,1,5,6,1737.13333333308,77.4134404668584,6550.18914651438,"Red Deer",1
5,3,6,1,5,6,1737.13333333308,77.4134404668584,6550.18914651438,"Red Deer",1
5,3,6,1,5,6,1737.13333333308,77.4134404668584,6550.18914651438,"Red Deer",1
5,3,6,1,5,6,1826.98711111084,527.688856721753,6743.71885083271,"Red Deer",1
5,4,4,4,1,5,1407.62000000012,68.7160453021703,0,"Bow Valley",1
5,4,4,4,1,5,1409.62000000012,17.4134404668584,0,"Bow Valley",1
5,4,5,3,3,5,1402,443.691663214953,208.882153473081,"Bow Valley",1
5,4,5,3,3,5,1433.36622222218,47.4134404668584,21.1917184877815,"Bow Valley",1
5,4,5,4,3,5,1436.48666666704,102.586559533142,0,"Bow Valley",1
5,4,5,4,3,5,1445.59333333327,602.233262393367,494.848614639536,"Bow Valley",1
5,4,5,4,3,5,1472.03333333314,249.684033358004,649.93294526721,"Bow Valley",1
5,4,5,4,3,5,1530.69333333295,609.993672702053,899.784356975294,"Bow Valley",1
5,4,5,5,5,5,1658.47999999956,623.805482736854,540.09023940195,"Bow Valley",1
5,5,4,4,3,5,1402,103.998907577666,0,"Bow Valley",1
5,5,4,4,3,5,1402,223.238987698472,429.948346995749,"Bow Valley",1
5,5,4,4,3,5,1402,285.374368070364,254.552773299395,"Bow Valley",1
5,5,4,4,3,5,1402,380.385142234858,332.762378790809,"Bow Valley",1
5,5,4,4,3,5,1402,459.586227405603,423.594713983701,"Bow Valley",1
5,5,4,4,3,5,1402,507.497844973507,340.08168162139,"Bow Valley",1
5,5,4,4,3,5,1402,522.586559533142,410.255340475025,"Bow Valley",1
5,5,5,3,1,5,1402,119.164475988068,181.836983204787,"Bow Valley",1
5,5,5,3,1,5,1402,129.667856707322,17.2617412179532,"Bow Valley",1
5,5,5,3,1,5,1402,140.315966641996,66.0788887309016,"Bow Valley",1
5,5,5,3,1,5,1402,151.3415898572,56.7247715238684,"Bow Valley",1
5,5,5,3,1,5,1402,167.413440466858,17.0089216672114,"Bow Valley",1
5,5,5,3,1,5,1402,185.720852496418,314.760686082727,"Bow Valley",1
5,5,5,3,1,5,1402,193.272949948802,30.2760532691901,"Bow Valley",1
5,5,5,3,1,5,1402,197.003914267665,99.8838624329707,"Bow Valley",1
5,5,5,3,1,5,1402,213.569481938684,60.2204410785023,"Bow Valley",1
5,5,5,3,1,5,1402,233.612856153105,247.411847059036,"Bow Valley",1
5,5,5,3,1,5,1402,234.676813572098,91.8126306568603,"Bow Valley",1
5,5,5,3,1,5,1402,237.059716650407,429.948346995749,"Bow Valley",1
5,5,5,3,1,5,1402,248.594673146122,273.887935396316,"Bow Valley",1
5,5,5,3,1,5,1402,248.833259521545,328.968741307544,"Bow Valley",1
5,5,5,3,1,5,1402,252.586559533142,347.152058424405,"Bow Valley",1
5,5,5,3,1,5,1402,257.498147393285,220.852111317622,"Bow Valley",1
5,5,5,3,1,5,1402,275.778217516296,234.174703143071,"Bow Valley",1
5,5,5,3,1,5,1402,292.503471388177,281.161150931381,"Bow Valley",1
5,5,5,3,1,5,1402,293.795447834937,371.161150931381,"Bow Valley",1
5,5,5,3,1,5,1402,294.699133465825,314.013326692513,"Bow Valley",1
5,5,5,3,1,5,1402,300.967086138911,277.550677388593,"Bow Valley",1
5,5,5,3,1,5,1402,302.803156987013,350.548286762082,"Bow Valley",1
5,5,5,3,1,5,1402,360.188208444213,346.87693837098,"Bow Valley",1
5,5,5,3,1,5,1402,364.83908144586,264.223021657063,"Bow Valley",1
5,5,5,3,1,5,1402,373.210079684386,371.161150931381,"Bow Valley",1
5,5,5,3,1,5,1402,374.039241253652,160.534934287926,"Bow Valley",1
5,5,5,3,1,5,1402,380.066905509138,301.429209193412,"Bow Valley",1
5,5,5,3,1,5,1402,397.109460792707,219.819451456454,"Bow Valley",1
5,5,5,3,1,5,1402,405.398094097209,227.636845921762,"Bow Valley",1
5,5,5,3,1,5,1402,413.056908121555,367.191862138285,"Bow Valley",1
5,5,5,3,1,5,1402,417.666222575942,190.359879084915,"Bow Valley",1
5,5,5,3,1,5,1402,426.564410828429,248.769728471033,"Bow Valley",1
5,5,5,3,1,5,1402,441.598966735329,235.57610086787,"Bow Valley",1
5,5,5,3,1,5,1402,441.598966735329,235.57610086787,"Bow Valley",1
5,5,5,3,1,5,1402,464.867866499668,370.017951368781,"Bow Valley",1
5,5,5,3,1,5,1402,470.365003345631,357.898174195736,"Bow Valley",1
5,5,5,3,1,5,1402,484.275272480156,427.952918865493,"Bow Valley",1
5,5,5,3,1,5,1402,493.59657676138,369.063197532341,"Bow Valley",1
5,5,5,3,1,5,1402,498.026078162872,525.39984555351,"Bow Valley",1
5,5,5,3,1,5,1402,505.07360459856,377.163491326025,"Bow Valley",1
5,5,5,3,1,5,1402,508.431497835921,464.471444210691,"Bow Valley",1
5,5,5,3,1,5,1402,514.322880740644,370.412817989576,"Bow Valley",1
5,5,5,3,1,5,1402,526.002747583362,353.714894359545,"Bow Valley",1
5,5,5,3,1,5,1402,625.283644602771,381.545261040151,"Bow Valley",1
5,5,5,3,1,5,1402,668.351367545717,477.994783645051,"Bow Valley",1
5,5,5,3,1,5,1402,708.11617129986,370.025367262556,"Bow Valley",1
5,5,5,3,1,5,1402.16711111109,100.01950744765,160.075496278365,"Bow Valley",1
5,5,5,3,1,5,1403.58622222212,128.812389805435,33.6137755615818,"Bow Valley",1
5,5,5,3,1,5,1403.94711111115,316.518954703627,86.0064642521988,"Bow Valley",1
5,5,5,3,1,5,1404.14622222224,115.3625780016,0,"Bow Valley",1
5,5,5,3,1,5,1404.58622222212,12.5865595331416,31.0643182350386,"Bow Valley",1
5,5,5,3,1,5,1405.37333333333,128.224644428293,11.4223349890429,"Bow Valley",1
5,5,5,3,1,5,1413.12666666654,138.465976719274,182.328748727269,"Bow Valley",1
5,5,5,3,1,5,1416.06666666654,231.011252854077,148.841733110594,"Bow Valley",1
5,5,5,3,1,5,1417.58622222212,207.356588559248,74.9770341010037,"Bow Valley",1
5,5,5,3,1,5,1419.53333333327,201.850106228637,221.563413220393,"Bow Valley",1
5,5,5,3,1,5,1420,210.593746626237,159.243309226344,"Bow Valley",1
5,5,5,3,1,5,1420,328.910335755186,153.290172650683,"Bow Valley",1
5,5,5,3,1,5,1420.36622222218,259.521356869637,166.753407055664,"Bow Valley",1
5,5,5,3,1,5,1425.0737777777,303.252131852248,159.125218603316,"Bow Valley",1
5,5,5,3,1,5,1426.38711111103,381.542329808949,343.377681854777,"Bow Valley",1
5,5,5,3,1,5,1427.06666666654,355.109339648499,230.854167330663,"Bow Valley",1
5,5,5,3,1,5,1427.53333333327,409.31976382708,323.064133846626,"Bow Valley",1
5,5,5,3,1,5,1428.96622222199,221.602999385211,102.260638262433,"Bow Valley",1
5,5,5,3,1,5,1429.21999999994,548.876716130715,345.830397833901,"Bow Valley",1
5,5,5,3,1,5,1430,371.539485523417,73.7212839444248,"Bow Valley",1
5,5,5,3,1,5,1431,400.03120029005,361.101637457491,"Bow Valley",1
5,5,5,3,1,5,1432,449.894335007433,243.296008647533,"Bow Valley",1
5,5,5,3,1,5,1432,533.858057053976,329.442119955202,"Bow Valley",1
5,5,5,3,1,5,1432.68666666667,132.374148103151,9.18214329982551,"Bow Valley",1
5,5,5,3,1,5,1433,8.52360412042671,24.7596303774109,"Bow Valley",1
5,5,5,3,1,5,1433,162.586559533142,246.026993209496,"Bow Valley",1
5,5,5,3,1,5,1433,192.586559533142,276.026993209496,"Bow Valley",1
5,5,5,3,1,5,1434.03333333314,300.967086138911,105.907153993029,"Bow Valley",1
5,5,5,3,1,5,1434.49288888872,275.776006404875,154.060112206254,"Bow Valley",1
5,5,5,3,1,5,1437.80622222205,270.619071570127,166.303654548529,"Bow Valley",1
5,5,5,3,1,5,1438.34666666648,400.854435504489,297.549904919171,"Bow Valley",1
5,5,5,3,1,5,1441.93288888859,358.901524850215,95.6322516575869,"Bow Valley",1
5,5,5,3,1,5,1447.28666666648,370.043911010924,242.620452542493,"Bow Valley",1
5,5,5,3,1,5,1447.87999999975,644.231746490086,489.789863710376,"Bow Valley",1
5,6,6,1,1,6,1402,154.668746314209,11.8458181774039,"Bow Valley",1
5,6,6,1,1,6,1402,159.819239305874,191.932207194095,"Bow Valley",1
5,6,6,1,1,6,1402,190.450772545703,19.9805468698871,"Bow Valley",1
5,6,6,1,1,6,1402,268.798883905621,0,"Bow Valley",1
5,6,6,1,1,6,1402,303.688054978842,457.404203931006,"Bow Valley",1
5,6,6,1,1,6,1402,350.941561833276,192.190523452709,"Bow Valley",1
6,1,6,5,1,6,1402,151.3415898572,77.3640832865026,"Bow Valley",1
6,1,6,5,1,6,1402,162.586559533142,283.040631491409,"Bow Valley",1
6,1,6,5,1,6,1402.53333333327,40.2065353556904,46.1600346188654,"Bow Valley",1
6,1,6,5,1,6,1402.53333333327,40.2065353556904,46.1600346188654,"Bow Valley",1
6,1,6,5,1,6,1402.53333333327,40.2065353556904,46.1600346188654,"Bow Valley",1
6,1,6,5,1,6,1402.84666666661,8.52360412042671,27.1609746288853,"Bow Valley",1
6,1,6,5,1,6,1403.21999999994,169.009054638249,143.822090022212,"Bow Valley",1
6,1,6,5,1,6,1405.68666666667,244.738670593481,183.58745144015,"Bow Valley",1
6,1,6,5,1,6,1407.70044444436,19.8905687136943,172.905063291514,"Bow Valley",1
6,1,6,5,1,6,1409.53333333327,71.1241402666747,295.513482675031,"Bow Valley",1
6,1,6,5,1,6,1409.67955555551,9.68403335800394,196.894775203459,"Bow Valley",1
6,1,6,5,1,6,1411.53333333327,12.5865595331416,301.822018048377,"Bow Valley",1
6,1,6,5,1,6,1423.12666666654,182.282449085238,449.052012919525,"Bow Valley",1
6,1,6,5,1,6,1427.43288888872,80.374802945335,301.822018048377,"Bow Valley",1
6,1,6,5,1,6,1433.43288888872,19.8905687136943,437.40052265531,"Bow Valley",1
6,1,6,5,1,6,1444.19333333308,69.6840333580039,494.197703529085,"Bow Valley",1
6,3,4,1,1,5,1404.70044444436,19.8905687136943,98.1368514893791,"Bow Valley",1
6,3,4,1,1,5,1405.06666666654,20.3159666419961,59.3532075551606,"Bow Valley",1
