"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","landcover16","EASTING","NORTHING","pack","used","usedFactor"
,,,,,,1634.78711111122,60.6227754136947,7919.03076171875,10,582694.320689485,5746722.10000328,"Red Deer",0,"0"
4,5,5,4,1,5,1526.23955555564,317.843207798364,372.646942138672,2,561520.173776022,5691681.52533028,"Red Deer",0,"0"
3,4,5,5,4,4,2181.00666666655,802.236800754773,12434.5869140625,2,576851.972462404,5727984.01855601,"Red Deer",0,"0"
3,3,3,4,4,3,2087.0475555557,53.7278320642496,6706.18603515625,10,582150.215933263,5705428.35256953,"Red Deer",0,"0"
4,5,4,1,4,4,2015.33333333364,3669.60406967263,9910.6123046875,2,576930.477122952,5716892.10662508,"Red Deer",0,"0"
,,,,,,1638.1733333337,146.209212630134,123.778984069824,3,599353.748324329,5731172.75634667,"Red Deer",0,"0"
1,1,1,1,4,1,2523.09377777665,317.413440466858,3566.13647460938,10,551557.996797344,5717611.34691826,"Red Deer",0,"0"
,,,,,,2139.61377777709,716.672420707278,4725.1787109375,10,575511.23583052,5747323.37085127,"Red Deer",0,"0"
,,,,,,1800.79955555576,404.648939810163,1834.91735839844,2,608856.570096351,5723097.79841231,"Red Deer",0,"0"
1,1,1,1,4,1,2478.53955555614,4461.53110015612,4548.2998046875,10,562117.60839515,5725025.68800802,"Red Deer",0,"0"
1,1,1,1,4,1,2510.37822222263,1042.95022081302,1407.94519042969,10,550156.091832081,5721629.76039523,"Red Deer",0,"0"
1,1,1,1,1,1,2809.32622222249,3160.03868836298,3026.26196289062,10,564486.976368927,5714978.59276145,"Red Deer",0,"0"
3,1,3,6,5,3,2377.85333333341,1434.30197345349,12236.84375,16,570994.106496023,5724727.9198897,"Red Deer",0,"0"
,,,,,,1806.81333333414,429.684033358004,418.428771972656,1,600355.056740287,5730465.72899594,"Red Deer",0,"0"
,,,,,,1950.61422222238,997.187574590962,742.13427734375,2,600471.289319868,5720211.75686801,"Red Deer",0,"0"
1,1,1,1,4,1,2919.20622222266,2923.92487411732,2664.39990234375,10,562838.397732884,5715805.03045667,"Red Deer",0,"0"
4,4,4,4,3,4,2052.85955555509,2844.43070129577,8877.9599609375,3,583622.646028466,5722035.74078074,"Red Deer",0,"0"
4,4,4,1,3,4,1605.11955555539,69.7691129777084,0,8,550881.774303435,5701162.7059908,"Red Deer",0,"0"
4,5,4,1,4,4,1757.57377777757,461.380658588756,488.833801269531,3,553083.570934097,5703636.93203515,"Red Deer",0,"0"
3,3,3,5,6,3,2131.40666666622,1199.94590468815,5311.80810546875,10,574386.557228569,5710728.9816722,"Red Deer",0,"0"
1,1,1,1,1,1,2926.78044444493,2082.2555566265,2473.38745117188,10,550536.531535225,5715225.79676774,"Red Deer",0,"0"
4,5,4,1,4,4,1708.58666666698,1380.58666269493,1190.62780761719,2,562138.290539898,5688807.18190455,"Red Deer",0,"0"
1,1,3,5,4,3,2303.27333333297,318.628305854432,8346.3369140625,15,572895.591734267,5696037.87758012,"Red Deer",0,"0"
4,3,4,5,5,4,2011.754222222,500.315966641996,8550.0166015625,3,572477.376904654,5718687.36057423,"Red Deer",0,"0"
4,4,4,4,3,4,2060.66000000058,716.599330552742,5477.548828125,8,573756.780334186,5707996.03946034,"Red Deer",0,"0"
1,1,1,1,4,1,2723.56622222139,3080.87281964994,12201.0380859375,10,568913.566170104,5736284.56696018,"Red Deer",0,"0"
1,1,1,1,4,1,2405.12577777707,1453.84128591657,9688.318359375,10,579692.795347965,5727465.99594931,"Red Deer",0,"0"
4,4,4,4,3,4,2119.89333333377,2357.09899362607,3598.54516601562,2,595186.688509529,5714588.16569172,"Red Deer",0,"0"
,,,,,,1662.84666666661,58.4702064235302,86.3697509765625,2,595724.594778894,5731919.30571707,"Red Deer",0,"0"
3,3,3,1,1,3,2084.42666666704,618.508541796298,582.720336914062,2,560982.383238568,5712671.0720983,"Red Deer",0,"0"
3,3,3,5,5,3,2356.49377777726,70.7281952878883,6828.07861328125,10,575878.138956929,5695395.70889432,"Red Deer",0,"0"
,,,,,,2190.25333333308,1049.20663414158,1034.43591308594,8,594134.345025642,5741628.05834622,"Red Deer",0,"0"
4,4,4,3,3,4,1884.06666666654,385.255570672788,14058.259765625,2,575698.839277906,5725209.20642313,"Red Deer",0,"0"
,,,,,,2546.6800000008,2315.69755753289,4264.93994140625,10,586063.52790539,5732069.8955884,"Red Deer",0,"0"
1,1,1,1,4,1,2712.98799999922,5318.67021211313,6370.2314453125,10,567427.849209857,5717731.90166383,"Red Deer",0,"0"
4,4,4,4,3,4,2061.68044444473,907.197110426073,4429.40185546875,2,585548.545807348,5708470.24282758,"Red Deer",0,"0"
3,4,5,5,4,4,2370.0333333334,758.103000966534,5402.67626953125,1,581825.473074205,5702360.17650861,"Red Deer",0,"0"
3,4,3,1,1,3,1897.83333333377,5.6210779452891,45.951244354248,3,555689.783616564,5694722.62088102,"Red Deer",0,"0"
1,1,1,1,4,1,2512.81200000073,3760.51007786819,3636.87768554688,10,563927.971839569,5717826.89957498,"Red Deer",0,"0"
4,5,4,3,3,4,2035.48088888836,434.359121082348,5244.87158203125,12,586122.292685881,5710290.11471055,"Red Deer",0,"0"
3,1,3,6,5,3,2496.54666666611,1368.81587194232,11176.2412109375,10,578015.202264674,5733455.17312835,"Red Deer",0,"0"
1,1,1,1,4,1,2473.61422222331,1650.05031651924,11168.4853515625,10,568746.491393917,5726739.10816617,"Red Deer",0,"0"
3,3,3,1,1,3,2179.83955555545,317.843207798364,386.423950195312,8,563043.686131396,5683949.3551847,"Red Deer",0,"0"
,,,,,,1517,196.07740111434,123.257041931152,12,608567.195118757,5725171.48716401,"Red Deer",0,"0"
,,,,,,2113.65955555495,725.84716711037,5031.19677734375,7,573323.452090057,5746450.64449701,"Red Deer",0,"0"
1,1,1,1,1,1,2792.08177777713,1172.11873776279,980.598266601562,10,561212.746079035,5684362.67141915,"Red Deer",0,"0"
1,1,1,1,4,1,2456.75999999924,3568.41475822216,9056.333984375,10,569608.674814215,5720293.00330001,"Red Deer",0,"0"
4,3,3,3,1,4,2075.28000000019,2078.20691946234,2437.12744140625,2,595963.630341114,5711804.69670024,"Red Deer",0,"0"
4,5,4,1,4,4,1792.96666666686,452.75314580141,286.011596679688,3,559513.78709526,5691537.49847699,"Red Deer",0,"0"
1,1,1,1,4,1,3025.85955555737,3696.3205967032,9253.875,10,566633.70934595,5726423.40181149,"Red Deer",0,"0"
1,1,1,1,4,1,2599.74755555453,2220.68104474144,9429.185546875,10,587281.112019044,5715309.07471523,"Red Deer",0,"0"
,,,,,,2178.72666666635,174.427331041994,3301.4013671875,1,601328.982624653,5724760.04137076,"Red Deer",0,"0"
4,5,3,1,1,4,1913.59999999956,342.66242003557,195.687362670898,3,548295.019213621,5714472.07230951,"Red Deer",0,"0"
,,,,,,1755.56044444473,432.586559533142,626.638061523438,6,606630.202063262,5725582.64295777,"Red Deer",0,"0"
1,1,1,1,3,1,2368.22755555663,463.644434136052,1156.62768554688,10,553888.086558044,5724633.67038052,"Red Deer",0,"0"
3,3,3,5,6,3,2319.31955555553,1858.25155258304,1959.09655761719,10,596096.946862048,5721077.90033224,"Red Deer",0,"0"
1,1,3,5,4,3,2422.43999999987,500.497089786666,1890.02709960938,16,552100.823184689,5721126.13876384,"Red Deer",0,"0"
3,1,3,6,5,3,2483.44000000055,3676.14096065567,9924.64453125,10,578209.324288736,5714706.02505017,"Red Deer",0,"0"
4,4,4,4,3,4,1884.61333333332,848.399815608293,4580.22705078125,3,566234.579463482,5694552.61850349,"Red Deer",0,"0"
5,4,3,3,3,5,1654.62666666667,490.19968603444,199.319488525391,2,550878.182314343,5700514.42130492,"Red Deer",0,"0"
1,1,1,1,4,1,2248.13288888755,677.413440466859,15188.0693359375,10,574226.162570568,5726746.36684477,"Red Deer",0,"0"
,,,,,,2291.75333333346,85.5284741384265,2841.20703125,13,602724.03040206,5724891.55078134,"Red Deer",0,"0"
,,,,,,2117.88,1828.06711043486,1587.77307128906,2,600468.156125677,5719351.23387255,"Red Deer",0,"0"
3,3,3,4,4,3,2273.06711111115,4481.73932845866,4379.259765625,15,564490.051324912,5719060.23707581,"Red Deer",0,"0"
,,,,,,1915.44666666616,42.5865595331416,3888.81665039062,2,606244.817232983,5713180.23250251,"Red Deer",0,"0"
1,1,1,1,4,1,2464.32133333438,4642.94700250404,8497.078125,10,576395.665911098,5704798.01575065,"Red Deer",0,"0"
4,4,4,4,3,4,2058.48622222243,737.445520524847,7687.3994140625,12,591151.583645008,5716992.48389466,"Red Deer",0,"0"
,,,,,,1627.84666666661,231.173853217788,75.5845031738281,1,596457.824803184,5731551.89116246,"Red Deer",0,"0"
,,,,,,1979.60000000007,408.183042586073,1030.67919921875,6,604929.773738524,5721748.86135368,"Red Deer",0,"0"
4,4,4,4,3,4,1902.02666666685,1147.27075244902,7112.6474609375,2,584759.685792117,5723378.84093974,"Red Deer",0,"0"
1,1,1,1,4,1,2436.81866666567,1753.04050168336,1664.68872070312,10,600470.969032528,5712369.43562872,"Red Deer",0,"0"
3,4,3,4,3,3,2285.33999999993,552.751598505312,405.493988037109,3,564398.819891929,5708969.33305038,"Red Deer",0,"0"
4,4,4,4,3,4,2038.14000000005,250.439721104709,8446.8076171875,10,571742.869620641,5740596.45219696,"Red Deer",0,"0"
1,1,1,1,1,1,2961.64622222237,4819.85372440376,4701.97021484375,10,564973.538526506,5717357.74042014,"Red Deer",0,"0"
4,3,3,5,6,4,2244.05955555565,2243.94375505238,6890.8974609375,10,575871.868967594,5709778.94781485,"Red Deer",0,"0"
1,1,1,1,4,1,2970.3057777752,2271.5894205126,3307.76513671875,10,571402.951720622,5708523.83066086,"Red Deer",0,"0"
,,,,,,1584.78000000006,67.5113664661284,359.252319335938,7,605148.718502451,5719490.09535538,"Red Deer",0,"0"
1,1,1,1,4,1,2767.38266666736,1268.22694193309,12652.1396484375,10,579741.34858405,5717654.36828717,"Red Deer",0,"0"
,,,,,,1747.78000000006,309.684033358004,6271.580078125,2,573749.297127403,5744754.44099808,"Red Deer",0,"0"
1,1,1,1,3,1,2372.88044444368,749.703703010581,6424.39697265625,10,572625.454311315,5693578.88978109,"Red Deer",0,"0"
,,,,,,1851.17999999957,499.441879548571,5269.46484375,3,587237.001782198,5745893.91723735,"Red Deer",0,"0"
1,1,1,1,1,1,2824.10888888936,1645.84395306309,8825.4326171875,10,570279.376514636,5696501.91831188,"Red Deer",0,"0"
1,1,1,1,4,1,2633.96622222292,4662.47418324741,5174.51171875,10,558855.268089031,5728143.24174963,"Red Deer",0,"0"
1,1,1,1,1,1,2534.94088889041,5388.32044830277,5349.80859375,10,561493.931440011,5727089.19342229,"Red Deer",0,"0"
5,3,6,1,5,6,1992.34711111067,960.878916103095,8575.7294921875,7,581050.93409659,5726371.8026178,"Red Deer",0,"0"
,,,,,,1582.86666666692,11.7923625215693,0,2,599581.15953767,5731459.5914415,"Red Deer",0,"0"
4,4,4,4,3,4,2059.64755555526,489.44202691621,3202.59912109375,2,569032.005511225,5702444.89847165,"Red Deer",0,"0"
1,1,1,1,4,1,2059.1137777778,1024.06593851465,1000.07366943359,10,597098.864143024,5721111.35353411,"Red Deer",0,"0"
,,,,,,2525.83377777677,1159.20311498209,11351.0908203125,10,576839.980390839,5735779.47633623,"Red Deer",0,"0"
1,1,1,1,4,1,2199.34044444345,1392.05243442847,11423.8525390625,16,569353.426315958,5726235.15071538,"Red Deer",0,"0"
4,5,4,1,4,4,1520,23.8047225996683,0,1,560006.626140203,5694080.85657219,"Red Deer",0,"0"
,,,,,,2555.06799999995,1165.74669720528,9488.263671875,10,575408.080896027,5741758.08788084,"Red Deer",0,"0"
4,4,4,4,3,4,2123.66088888928,1249.35777501674,4975.1875,2,573749.541323709,5712536.0385024,"Red Deer",0,"0"
,,,,,,2090.10044444574,1313.12826160557,1206.41967773438,10,604861.8019581,5715720.78528043,"Red Deer",0,"0"
1,1,1,1,4,1,2658.29422222198,4002.90465102657,12723.6103515625,10,568075.768209326,5735762.81363415,"Red Deer",0,"0"
3,1,3,6,5,3,2591.19955555451,1231.30009942506,2564.39526367188,10,556552.061542899,5725506.80319448,"Red Deer",0,"0"
4,4,4,4,3,4,1841.20711111104,511.930292898484,397.127502441406,2,598006.617964017,5711492.62006069,"Red Deer",0,"0"
,,,,,,2165.29466666668,2196.871925097,8131.5615234375,10,575554.239374325,5743736.92986753,"Red Deer",0,"0"
1,1,1,1,1,1,2601.45999999993,2485.50515181755,2390.85546875,10,555639.330186191,5719080.28263562,"Red Deer",0,"0"
1,1,1,1,4,1,2445.4399999992,1963.44578170826,10067.908203125,10,586554.989167791,5715783.7865799,"Red Deer",0,"0"
1,1,1,1,4,1,2508.67999999893,3193.302744223,3174.08154296875,10,563057.488601321,5719711.46826561,"Red Deer",0,"0"
,,,,,,2076.99955555539,580.442387382578,480.571166992188,2,598347.068136621,5736346.05368209,"Red Deer",0,"0"
1,4,3,1,1,3,2036.68711111034,379.753104427062,2412.70776367188,3,557305.61545505,5715579.54008281,"Red Deer",0,"0"
,,,,,,2340.97333333298,1275.20555418732,4050.28149414062,10,575571.489506519,5748084.30051068,"Red Deer",0,"0"
,,,,,,2301.09377777775,594.945399775795,8487.845703125,10,579651.590807097,5736347.45865835,"Red Deer",0,"0"
4,5,5,4,1,5,1646,563.176548837246,344.493499755859,1,552105.738501398,5703178.492276,"Red Deer",0,"0"
,,,,,,1707,127.826551512359,6141.3505859375,8,577154.448544463,5746615.18733913,"Red Deer",0,"0"
,,,,,,1905.60711111097,248.594673146122,64.5733261108398,1,595673.171415743,5737383.73210992,"Red Deer",0,"0"
4,5,4,1,4,4,1670.0195555557,1683.2005961996,1468.29370117188,3,564710.829475565,5685710.49365762,"Red Deer",0,"0"
,,,,,,1629.46666666673,410.761781513451,634.895263671875,8,591968.156491949,5729809.87751385,"Red Deer",0,"0"
,,,,,,2513.92711110991,509.214653517281,6462.8271484375,10,582773.730161769,5734795.98357693,"Red Deer",0,"0"
3,5,4,1,1,4,1838.53999999982,20.3159666419961,356.762390136719,2,558881.3156089,5714182.21482449,"Red Deer",0,"0"
3,3,4,6,5,4,2231.83244444481,764.983580579826,6947.94921875,10,582445.779977499,5727563.06508861,"Red Deer",0,"0"
4,5,4,1,4,4,1984.27377777758,1013.65635644624,1107.4091796875,3,556481.094346539,5709178.1451409,"Red Deer",0,"0"
3,4,4,3,1,4,1788.25377777794,547.471243618442,6370.65966796875,2,585093.284185892,5724067.6578752,"Red Deer",0,"0"
,,,,,,1756.9066666666,102.289656672962,929.260498046875,14,605917.845414102,5723897.3449215,"Red Deer",0,"0"
1,1,1,1,4,1,2800.79333333399,3955.03538950541,9506.8251953125,10,577922.767687796,5707369.92937753,"Red Deer",0,"0"
,,,,,,2462.55333333451,2531.57163843271,4785.861328125,10,583072.089214446,5740004.29147371,"Red Deer",0,"0"
3,1,3,6,5,3,2394.22711111083,756.558185165251,8051.04638671875,10,581968.056945229,5732246.28431276,"Red Deer",0,"0"
,,,,,,1568,27.9095144816908,0,7,600767.613955373,5732098.35744456,"Red Deer",0,"0"
4,5,4,1,4,4,1740.25333333334,1946.3674210324,1764.69543457031,2,549808.700054331,5704744.55418045,"Red Deer",0,"0"
4,4,4,4,3,4,2093.3866666671,935.447316465547,4139.92431640625,3,586028.291952531,5708631.77328598,"Red Deer",0,"0"
1,1,1,5,5,3,2291.25377777794,627.713150115948,7376.6044921875,10,570237.70266469,5698331.22549048,"Red Deer",0,"0"
,,,,,,1760.40000000019,1250.02138589659,7137.29052734375,2,575391.523803039,5744722.7374082,"Red Deer",0,"0"
4,5,4,3,3,4,1864.14622222224,544.722215613618,8629.083984375,2,573611.632705828,5718175.01177278,"Red Deer",0,"0"
3,4,5,5,4,4,2273.40088888898,938.082838537196,1308.14453125,2,587961.752214355,5706128.19855294,"Red Deer",0,"0"
4,5,5,4,1,5,1833.88622222169,44.1206892416644,12547.0810546875,8,577330.690330247,5724951.67023523,"Red Deer",0,"0"
5,3,4,5,5,5,2222.96044444466,1615.18562655686,10786.2568359375,2,578555.767754625,5730037.74739007,"Red Deer",0,"0"
3,3,3,4,4,3,2093.05955555539,238.264144733191,13114.205078125,8,576259.903218395,5730564.4424523,"Red Deer",0,"0"
,,,,,,2068.33911111046,690.722568072772,2570.88818359375,13,599766.087400642,5726494.30763704,"Red Deer",0,"0"
,,,,,,1915.37288888847,151.736448658655,0,8,593201.722624799,5738662.8085877,"Red Deer",0,"0"
4,5,4,3,3,4,1837.56000000013,1011.13341008827,11273.126953125,2,579050.668975988,5724101.28618233,"Red Deer",0,"0"
4,5,4,3,1,4,1741.56000000013,717.194791849323,677.774475097656,2,559376.874999475,5692106.05094825,"Red Deer",0,"0"
1,1,1,1,1,1,2411.98577777744,2009.28879732798,2132.17309570312,10,569762.133731915,5707203.8775953,"Red Deer",0,"0"
,,,,,,1731.44666666642,290.315966641996,401.945526123047,2,590000.545136675,5731319.26137326,"Red Deer",0,"0"
1,1,1,1,4,1,2558.33377777706,804.181716366826,1644.20703125,10,557066.747557478,5724667.94395573,"Red Deer",0,"0"
,,,,,,2141.26755555657,1018.62338631042,915.500305175781,10,597486.743203365,5729011.41726177,"Red Deer",0,"0"
1,1,1,1,4,1,2415.98044444362,1517.41344046686,15621.7724609375,10,573529.95683596,5727585.81317631,"Red Deer",0,"0"
,,,,,,1803.28133333401,858.778797372293,630.604370117188,3,599044.492452123,5730366.49518787,"Red Deer",0,"0"
1,1,1,1,4,1,2899.92844444425,5480.53859779141,5595.6376953125,10,560108.381595269,5728236.90447921,"Red Deer",0,"0"
1,4,3,3,5,3,2159.08577777857,1162.98974974015,1147.8525390625,3,558765.448913542,5716665.17143703,"Red Deer",0,"0"
1,1,1,1,4,1,2594.0599999999,867.362145762653,1120.08215332031,10,548685.374484065,5718307.92933851,"Red Deer",0,"0"
,,,,,,1803.97955555601,679.949919501956,643.544616699219,2,602350.399205528,5719817.96451058,"Red Deer",0,"0"
1,1,1,1,1,1,2415.27199999864,288.473672863743,362.185302734375,10,565990.351934083,5705395.79606573,"Red Deer",0,"0"
1,1,1,1,4,1,2570.64044444343,2972.03493636641,9829.283203125,10,567751.653131687,5725807.62234433,"Red Deer",0,"0"
3,3,3,4,4,3,2245.11333333371,278.254612403798,12794.8212890625,5,576491.837244515,5729775.49278705,"Red Deer",0,"0"
5,3,6,1,5,6,1740.59288888866,91.6102146483408,35.538646697998,2,599733.228244219,5715510.06776525,"Red Deer",0,"0"
,,,,,,2062.68044444473,774.095199278953,6138.4697265625,2,582196.992425469,5741577.72328666,"Red Deer",0,"0"
,,,,,,2174.25866666741,845.432364021524,7669.6435546875,10,580073.647656565,5738840.44314014,"Red Deer",0,"0"
4,4,4,3,3,4,1782.88711111116,67.5113664661284,7489.67333984375,12,582607.327867445,5725470.03945076,"Red Deer",0,"0"
1,3,3,5,5,3,2444.06711111141,3277.60191159271,3311.05395507812,1,555091.078286283,5712353.32523954,"Red Deer",0,"0"
,,,,,,2471.87422222412,2218.23847427513,2212.1494140625,10,587246.668807738,5729721.70695421,"Red Deer",0,"0"
3,4,5,5,4,4,2065.50577777788,82.6582908418119,11821.845703125,8,580484.309509021,5720946.95754739,"Red Deer",0,"0"
4,4,4,1,1,4,1712.03999999994,408.779404713569,1191.42736816406,12,588609.172960373,5727911.2676421,"Red Deer",0,"0"
1,1,1,1,4,1,2538.90888888787,748.600852337398,6661.17724609375,10,572515.053817776,5693802.31708544,"Red Deer",0,"0"
1,1,3,5,4,3,2397.88622222236,3890.36449690244,9699.2802734375,10,578671.143960613,5712244.04018247,"Red Deer",0,"0"
,,,,,,1931.41333333302,530.953781555672,5885.72900390625,2,583835.341223655,5743335.50732396,"Red Deer",0,"0"
,,,,,,1790.80622222205,55.4571699187218,28.7827243804932,2,597366.629479646,5735396.66012874,"Red Deer",0,"0"
1,1,3,5,4,3,2388.85244444435,270.619071570127,9031.5029296875,10,572459.746332484,5696583.13827922,"Red Deer",0,"0"
4,5,4,3,3,4,1706.77333333352,499.049264147203,459.768737792969,2,601373.905142404,5715652.38789811,"Red Deer",0,"0"
1,4,3,1,1,3,2307.8728888886,1127.07840027586,1162.56335449219,10,560867.62639658,5702298.42282241,"Red Deer",0,"0"
1,1,1,1,4,1,2458.24711111233,1295.59933140718,1167.17309570312,10,569076.05577776,5706222.1612415,"Red Deer",0,"0"
,,,,,,1924.68666666692,831.103827269164,581.865234375,2,600499.2363503,5720388.83932679,"Red Deer",0,"0"
1,1,1,1,1,1,2556.87333333304,2570.18235924517,2398.3388671875,10,555941.922516753,5719034.82315059,"Red Deer",0,"0"
3,3,3,4,4,3,2143.78000000006,231.449610289606,8072.76416015625,2,587208.03311416,5721059.34952499,"Red Deer",0,"0"
3,3,3,1,1,3,1976.33333333339,501.544238236765,405.687377929688,3,548505.577478419,5714182.88532013,"Red Deer",0,"0"
4,4,4,4,3,4,1799.94666666629,822.320087874095,702.281555175781,3,554176.541788303,5702668.02802501,"Red Deer",0,"0"
4,5,4,3,3,4,1800.34666666673,99.2246098261031,6269.416015625,2,572950.444223132,5743846.23626859,"Red Deer",0,"0"
,,,,,,2146.59333333234,677.413440466859,634.23681640625,7,595079.659435285,5739066.25351723,"Red Deer",0,"0"
1,1,1,1,1,1,2431.5671111106,1325.32035276425,7888.5009765625,10,581392.788960128,5728350.37809434,"Red Deer",0,"0"
1,1,1,1,4,1,2681.20666666762,2813.26431059777,4111.23681640625,10,568825.370280138,5715393.43542775,"Red Deer",0,"0"
4,5,4,1,4,4,1510.14622222224,5.6210779452891,0,9,561308.49538678,5692477.82451528,"Red Deer",0,"0"
4,5,4,3,3,4,1879.62000000012,150.434348655255,4600.21142578125,8,588351.336121057,5710578.10559097,"Red Deer",0,"0"
,,,,,,2138.98044444497,1070.315966642,2233.20336914062,10,596210.860351611,5726635.15021156,"Red Deer",0,"0"
,,,,,,2284.21377777842,487.810910745004,8282.890625,10,579471.183508207,5738434.7761965,"Red Deer",0,"0"
4,4,4,4,3,4,2145.4662222228,1487.84301506347,1876.71276855469,2,570910.467574716,5710487.97922985,"Red Deer",0,"0"
,,,,,,1780.75333333388,124.133559221155,1850.38781738281,1,609636.647492374,5722812.07118479,"Red Deer",0,"0"
,,,,,,2097.57288888928,906.360966016625,781.851257324219,2,593592.241032111,5736366.72734709,"Red Deer",0,"0"
5,4,4,1,4,5,2306.61999999919,1161.67204007294,1715.93713378906,15,558196.800726857,5716114.67944069,"Red Deer",0,"0"
3,5,4,1,3,4,1766.95955555545,292.503471388177,293.011871337891,2,549327.056161077,5710350.98648131,"Red Deer",0,"0"
1,1,1,1,1,1,2405.8128888886,3824.88580808769,4296.1943359375,10,594277.699485519,5722994.73144002,"Red Deer",0,"0"
3,4,4,3,1,4,1959.47955555589,232.608315030201,1638.1181640625,2,570098.382108387,5712112.01037319,"Red Deer",0,"0"
4,4,4,4,3,4,2087,298.265084290895,240.98551940918,9,567020.916699317,5710320.43975753,"Red Deer",0,"0"
1,1,1,1,4,1,2497.85955555525,6046.75940141208,6919.5498046875,10,564591.764632109,5725201.35791132,"Red Deer",0,"0"
4,5,4,3,3,4,1739.93333333346,27.9095144816908,5202.63232421875,1,572345.942102231,5744775.4255681,"Red Deer",0,"0"
4,4,4,1,1,4,1567.34666666648,60.6227754136947,0,2,555631.643365999,5699298.53753348,"Red Deer",0,"0"
3,4,3,4,3,3,2095.7795555552,1033.06789874974,981.716430664062,3,551145.48299122,5709938.74803215,"Red Deer",0,"0"
4,4,4,3,3,4,1979.66622222242,1479.31167563818,9731.083984375,2,575174.583463531,5718427.83643575,"Red Deer",0,"0"
,,,,,,1776.08577777738,318.373474075573,4914.6826171875,2,572883.5852285,5745903.89964689,"Red Deer",0,"0"
1,1,1,1,1,1,2501.80666666641,2677.28126961286,5266.04541015625,10,592775.990341359,5720611.83282984,"Red Deer",0,"0"
1,1,1,5,5,3,2316.40000000019,2200.0026683925,4784.00830078125,10,571193.753385539,5702081.76342587,"Red Deer",0,"0"
1,1,1,1,4,1,2326.7871111107,6412.61009718928,7066.53662109375,10,563600.017674498,5727370.04401043,"Red Deer",0,"0"
4,5,4,1,4,4,1835.6999999995,2229.90389266875,2095.84765625,3,562984.874903163,5695260.09799287,"Red Deer",0,"0"
1,1,1,1,4,1,2445.09333333298,869.296851822069,9446.453125,10,581796.797010228,5711852.21945835,"Red Deer",0,"0"
1,1,1,1,3,1,2533.04044444523,2332.8936111731,2226.36181640625,10,563304.656119321,5698312.01001295,"Red Deer",0,"0"
,,,,,,1845.46044444412,355.452858796459,1385.16955566406,2,594355.924851861,5733235.53391998,"Red Deer",0,"0"
,,,,,,2669.20666666778,3115.42668847915,5264.10693359375,10,582499.527991633,5738391.65336927,"Red Deer",0,"0"
1,1,1,1,4,1,2670.7599999995,3002.83676722399,4948.35400390625,10,571813.30366317,5690159.72938572,"Red Deer",0,"0"
1,1,1,1,1,1,2593.18666666679,1915.03835846982,1624.40209960938,10,562675.154994162,5705859.43514528,"Red Deer",0,"0"
1,1,1,1,1,1,2661.2933333337,2233.4340723997,5180.05712890625,10,572110.622739207,5691110.02727901,"Red Deer",0,"0"
,,,,,,1841.85333333289,489.572751295206,622.599792480469,3,603116.31482636,5721233.79818571,"Red Deer",0,"0"
1,1,1,1,1,1,2833.05511111079,3193.39727154322,5485.78857421875,10,590103.295807161,5723395.62562983,"Red Deer",0,"0"
4,4,4,4,3,4,1871.0728888889,822.739794033979,4555.85546875,3,566213.659078435,5694536.91076873,"Red Deer",0,"0"
,,,,,,1976.86622222231,393.154827210256,1908.52770996094,1,589828.813628705,5734385.22636611,"Red Deer",0,"0"
1,1,1,1,1,1,1997.47955555589,295.296264916623,178.508224487305,10,550806.632538406,5693077.82676618,"Red Deer",0,"0"
4,5,4,1,4,4,1788.06711111141,409.040391554456,198.752044677734,3,559675.098446625,5691326.42943587,"Red Deer",0,"0"
4,5,4,3,1,4,1707.14622222224,1457.11294704368,1412.96801757812,2,549739.7305363,5706364.89971967,"Red Deer",0,"0"
4,5,5,4,1,5,1787.93333333346,613.665363439613,10581.474609375,2,579621.703379326,5724510.1527198,"Red Deer",0,"0"
1,1,1,1,4,1,2748.88666666671,3195.46028616322,15818.3486328125,10,571111.610668004,5731913.35082261,"Red Deer",0,"0"
,,,,,,2014.55333333358,42.5865595331416,4.53887033462524,1,592320.896430134,5739979.09286752,"Red Deer",0,"0"
4,5,4,1,4,4,2001.93999999975,1143.57489381229,1124.98901367188,3,552429.757963846,5706853.56873623,"Red Deer",0,"0"
3,4,5,5,4,4,2113.69244444493,290.800396720046,8234.0537109375,8,581351.902792169,5731180.50717411,"Red Deer",0,"0"
,,,,,,2188.25955555476,192.997990862751,3309.66748046875,10,588135.470932059,5734974.11438102,"Red Deer",0,"0"
1,1,1,1,4,1,2571.58711111024,840.96512323307,9661.3369140625,10,581738.33416285,5712121.83485601,"Red Deer",0,"0"
4,4,4,4,3,4,2196.96666666686,3514.57612421111,3937.12744140625,2,594471.782005451,5711580.92219199,"Red Deer",0,"0"
,,,,,,2327.27911111046,1786.3919849788,9385.5478515625,10,578841.046807159,5741909.42870667,"Red Deer",0,"0"
1,1,1,1,4,1,2787.89955555503,1460.49483088848,1362.53857421875,10,550578.462511482,5696157.18187804,"Red Deer",0,"0"
4,3,3,3,1,4,2094.76666666697,1408.47258339232,3002.21801757812,2,596091.214721458,5714893.79882704,"Red Deer",0,"0"
4,4,4,4,3,4,2198.92000000062,4287.82925858683,4319.9013671875,1,593876.040244699,5722071.58424309,"Red Deer",0,"0"
,,,,,,2538.6866666665,2097.44232705597,5852.181640625,10,581908.438374108,5739269.96051096,"Red Deer",0,"0"
