"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","landcover16","EASTING","NORTHING","pack","used","usedFactor"
,,,,,,1980.34666666648,465.62434850953,3616.48608398438,12,599909.070445717,5725333.26227181,"Red Deer",0,"0"
4,5,4,1,4,4,1732.0933333334,2054.20114481444,1864.82104492188,2,548410.973076363,5708318.81291449,"Red Deer",0,"0"
3,4,5,5,4,4,2248.98666666717,142.531448396916,615.352172851562,10,567010.554294712,5704420.53654246,"Red Deer",0,"0"
,,,,,,2276.7391111109,787.940067007439,3292.26513671875,16,598445.367542387,5724711.12879484,"Red Deer",0,"0"
3,3,4,6,5,4,2459.57999999925,830.710380734873,13544.830078125,10,575990.794695733,5731579.83049022,"Red Deer",0,"0"
4,3,3,5,6,4,2213.23333333328,1132.74094853083,1042.58129882812,2,558841.714084897,5718379.12896884,"Red Deer",0,"0"
,,,,,,1610.66044444468,192.586559533142,0,2,600816.727147323,5731538.60538315,"Red Deer",0,"0"
1,1,1,1,4,1,2197.62711111221,2437.37014149064,6439.20166015625,10,580560.477181142,5701149.19197331,"Red Deer",0,"0"
1,1,1,1,1,1,2394.74711111085,2170.7772247911,2082.40405273438,10,556258.387345909,5719285.56695478,"Red Deer",0,"0"
,,,,,,2275.33333333246,436.924646203266,1380.626953125,15,589243.228805494,5733305.67093914,"Red Deer",0,"0"
4,5,5,3,1,5,1930.24666666679,150.434348655255,5038.56787109375,2,585307.944134237,5709190.73499344,"Red Deer",0,"0"
4,5,5,3,3,5,1726.85377777776,1356.53021842454,1218.029296875,1,548874.24800446,5708913.89907955,"Red Deer",0,"0"
1,1,1,1,1,1,2630.39999999951,2981.60041658665,11945.923828125,10,567746.854048287,5729959.28248847,"Red Deer",0,"0"
4,3,3,5,6,4,2351.37333333317,470.315966641996,8016.1181640625,10,581397.054783339,5707582.04706149,"Red Deer",0,"0"
,,,,,,2246.43377777701,449.627957820996,8826.33203125,15,574307.779837577,5741657.56961253,"Red Deer",0,"0"
4,6,3,1,1,5,2152.71288888891,1315.37075767863,1593.99438476562,1,557337.216328927,5713677.29488981,"Red Deer",0,"0"
1,1,1,1,1,1,2292.96088888978,388.831928841118,209.732864379883,10,566185.898978513,5708214.06195946,"Red Deer",0,"0"
1,1,1,1,1,1,1984,146.209212630134,1.6519021987915,10,559550.818829952,5684425.15822359,"Red Deer",0,"0"
5,3,6,1,5,6,1835.51999999951,205.401194550447,8725.4521484375,13,581251.204452458,5725444.90872879,"Red Deer",0,"0"
3,4,5,5,4,4,2343.16666666716,1959.88708363373,13453.1923828125,10,578208.976743546,5721191.44909763,"Red Deer",0,"0"
3,4,4,3,4,4,1959.61244444385,567.476131635143,451.138793945312,10,599750.57927908,5713607.48091184,"Red Deer",0,"0"
,,,,,,1619.06666666654,393.459999222732,302.051696777344,7,597444.853478537,5732401.32547835,"Red Deer",0,"0"
3,4,5,5,4,4,2213.31999999988,992.984486111311,12670.1865234375,2,576623.204039057,5728038.77672261,"Red Deer",0,"0"
1,1,1,1,4,1,2539.09955555678,1355.21309503071,1333.947265625,10,561250.670470344,5684782.55374092,"Red Deer",0,"0"
4,5,5,4,1,5,1955.80622222205,27.9095144816908,9087.3701171875,2,589874.612226533,5716123.80585138,"Red Deer",0,"0"
1,1,1,1,3,1,2433.85333333289,729.684033358004,594.573974609375,10,563173.297210412,5702049.85834435,"Red Deer",0,"0"
3,4,4,3,4,4,1938.84044444441,649.211165323475,2149.90625,3,597675.546148111,5718269.10708221,"Red Deer",0,"0"
4,6,4,3,1,4,2296.18044444393,1617.85365815934,3364.66430664062,3,563906.687849383,5696228.61023198,"Red Deer",0,"0"
3,5,3,3,4,3,2104.31333333333,213.216587808096,277.771392822266,2,562959.338976987,5708585.64983536,"Red Deer",0,"0"
4,4,4,4,3,4,1992.80666666666,3155.35677762377,7409.4267578125,3,575329.126800018,5705918.74604881,"Red Deer",0,"0"
3,6,3,1,1,3,1796.81333333346,2330.2224214776,2114.80419921875,3,549389.0244835,5704854.87832802,"Red Deer",0,"0"
1,1,1,1,1,1,2459.94666666562,2214.92251434662,9746.6669921875,10,582809.198459696,5721578.01188759,"Red Deer",0,"0"
4,4,4,4,3,4,2074.42666666678,3416.91127949377,7679.4267578125,2,575610.489124308,5705750.82727048,"Red Deer",0,"0"
3,3,3,5,5,3,2398.74000000012,1923.29802209329,1876.8544921875,10,561393.785216115,5710382.5153261,"Red Deer",0,"0"
,,,,,,1703.47333333327,250.126469167073,438.450927734375,2,595325.861031697,5732449.86505906,"Red Deer",0,"0"
,,,,,,1652.15999999994,19.8905687136943,6.05359506607056,8,589645.225016554,5729133.87765124,"Red Deer",0,"0"
1,1,1,1,4,1,2722.81288889139,1800.9614398706,8741.2587890625,10,573202.487340996,5698600.30031992,"Red Deer",0,"0"
4,3,3,3,1,4,2294.88622222143,449.915436535111,758.078979492188,15,560131.55847148,5700949.50450828,"Red Deer",0,"0"
,,,,,,2297.54666666704,219.684033358004,2288.34057617188,15,587188.255826729,5736720.15518454,"Red Deer",0,"0"
4,4,4,4,3,4,2052.71333333352,1017.01903294076,7311.5908203125,2,585844.823508907,5722410.63802403,"Red Deer",0,"0"
,,,,,,2525.6191111121,921.734099557425,7454.5244140625,10,582553.557533477,5733558.44497473,"Red Deer",0,"0"
4,4,4,4,3,4,2132.83999999939,240.284791934939,7844.06298828125,3,585073.023717356,5712710.97796525,"Red Deer",0,"0"
1,3,3,4,3,3,1992.05333333303,1412.55419684874,1434.86926269531,3,553921.594205167,5705876.00619192,"Red Deer",0,"0"
1,1,1,1,1,1,2652.16622222095,364.782840080911,315.7158203125,10,561564.591385395,5683621.68379416,"Red Deer",0,"0"
1,1,1,1,1,1,2773.62000000012,2412.94042866761,9788.9287109375,10,576006.601149454,5698379.86457208,"Red Deer",0,"0"
,,,,,,1656.96000000031,142.129136528199,56.6380767822266,2,605650.848068177,5726147.81553095,"Red Deer",0,"0"
1,1,1,1,4,1,2227.52666666766,2352.80127945472,4298.703125,10,589182.004619351,5724574.17788867,"Red Deer",0,"0"
,,,,,,1627.31333333333,205.401194550447,276.235321044922,7,596725.823092629,5732189.26434109,"Red Deer",0,"0"
,,,,,,1614.24666666679,30.8216010761394,3.55031037330627,8,604092.158545129,5719410.51997132,"Red Deer",0,"0"
4,3,3,3,1,4,2106.18711111166,373.057036653466,1338.0830078125,3,556046.274988592,5723851.91730369,"Red Deer",0,"0"
1,1,1,1,3,1,2470.14622222157,1233.44424694284,1075.22534179688,10,552505.958895406,5691393.97047482,"Red Deer",0,"0"
3,3,3,5,6,3,2212.7266666661,1920.2511928667,7067.32177734375,16,568986.441203283,5697938.51069911,"Red Deer",0,"0"
1,1,1,1,4,1,2637.65288888866,2046.44852475553,4602.44287109375,10,572566.280040118,5690773.71830679,"Red Deer",0,"0"
4,5,4,3,1,4,1681.75333333321,836.760052560442,1920.85778808594,2,564562.750002534,5692324.63048945,"Red Deer",0,"0"
,,,,,,1980.61422222144,281.621278099976,7497.58349609375,7,580754.637904059,5741665.43679054,"Red Deer",0,"0"
4,5,4,3,3,4,1980.60666666636,107.413440466858,14219.33984375,3,572574.313630611,5726083.25875114,"Red Deer",0,"0"
3,4,3,3,1,3,1843.5471111119,115.164087714772,225.800720214844,3,550139.734447669,5698953.07086276,"Red Deer",0,"0"
1,1,1,1,1,1,2973.17999999906,5370.92495395448,5263.38720703125,10,564610.255026887,5721865.70404612,"Red Deer",0,"0"
,,,,,,2095.22088888941,2016.82125022965,2776.88452148438,10,586675.612251699,5741551.27706719,"Red Deer",0,"0"
3,3,3,4,4,3,2098.78000000006,268.269463211566,109.549301147461,2,552101.34732854,5689351.70912524,"Red Deer",0,"0"
4,3,3,5,6,4,2192.74577777745,1237.51798178287,8446.9560546875,7,586809.450607011,5714174.72543351,"Red Deer",0,"0"
4,4,4,1,1,4,1934.25999999988,283.169449610881,5456.18408203125,2,572088.774523671,5715399.79394752,"Red Deer",0,"0"
,,,,,,2181.24666666679,1623.75831925874,4974.6865234375,8,583303.201038045,5741191.97811396,"Red Deer",0,"0"
,,,,,,2445.75333333346,928.044298362913,6976.8984375,10,580828.977765614,5739802.65411086,"Red Deer",0,"0"
3,3,3,1,3,3,1993.24711111047,231.275406923626,1667.25622558594,3,557965.225899647,5715208.57779091,"Red Deer",0,"0"
4,4,3,1,1,4,1967.09955555575,1342.6801310328,1287.88049316406,3,559746.721122877,5711493.1549758,"Red Deer",0,"0"
4,5,4,3,3,4,1890.40000000019,432.760904286685,4479.349609375,12,588733.843409648,5710542.9835335,"Red Deer",0,"0"
1,4,3,3,5,3,2128.04577777702,276.583649772368,218.166290283203,2,556159.398000492,5686711.44323124,"Red Deer",0,"0"
4,5,4,3,3,4,1829.67955555551,45.3229549485493,4508.580078125,2,568582.871405936,5700738.03325121,"Red Deer",0,"0"
4,4,4,4,3,4,2160.6333333327,211.162701527279,8753.1787109375,12,585674.032746238,5714074.39443795,"Red Deer",0,"0"
,,,,,,2181.58044444344,197.413440466858,3046.07543945312,7,588473.147458841,5734923.48526612,"Red Deer",0,"0"
4,3,3,3,1,4,2158.08711111078,2420.42388659471,2432.35278320312,3,555841.275638769,5711493.57170817,"Red Deer",0,"0"
3,4,5,5,4,4,2416.04622222188,4560.74131052227,5137.98193359375,16,593232.09075707,5722770.24451549,"Red Deer",0,"0"
,,,,,,1973.87333333346,40.5056344341433,2036.79455566406,2,603504.213745124,5725205.56455617,"Red Deer",0,"0"
1,4,3,1,1,3,2170.00666666654,2410.17056761696,4773.34912109375,8,553830.162790117,5713809.48364368,"Red Deer",0,"0"
5,3,6,1,5,6,1994.14711111053,127.038527450433,6343.89697265625,3,582924.890030201,5728801.71570791,"Red Deer",0,"0"
4,5,4,3,3,4,1876.83422222299,1237.12249345549,6143.8037109375,2,568033.09274733,5742370.84480122,"Red Deer",0,"0"
,,,,,,2320.18666666679,1689.70783806725,2405.70971679688,16,585356.770541389,5738746.52926244,"Red Deer",0,"0"
5,4,3,3,3,5,1676.31333333333,104.700059780998,101.860305786133,1,581790.772283682,5683081.80902687,"Bow Valley",0,"0"
1,1,1,1,4,1,2297.63955555769,1418.31173317149,1348.99279785156,10,586701.554483571,5666346.10713844,"Bow Valley",0,"0"
4,4,4,4,3,4,2041.74000000037,446.654164430032,234.027801513672,2,576305.06078915,5687862.57185227,"Bow Valley",0,"0"
1,3,3,5,5,3,2647.12266666616,1856.09910494696,1694.64331054688,10,577564.536101763,5673348.19103446,"Bow Valley",0,"0"
5,4,5,5,5,5,1811.47999999931,728.08365236171,1253.94543457031,12,585728.308128767,5677113.24513337,"Bow Valley",0,"0"
4,4,4,4,3,4,1895.7133333342,163.145416198381,120.564979553223,3,582978.999984892,5684053.78482569,"Bow Valley",0,"0"
4,4,4,3,1,4,1515.0933333334,80.6350412979509,96.9054565429688,2,564603.433683819,5688406.39347331,"Bow Valley",0,"0"
4,4,4,4,3,4,1577.94666666629,557.795363560274,369.202667236328,2,574660.292653755,5681668.24250662,"Bow Valley",0,"0"
4,4,4,1,1,5,1758.94666666629,1224.61293082381,1123.17492675781,3,582932.051028001,5678567.26947219,"Bow Valley",0,"0"
5,3,5,1,1,5,1408.08044444424,83.87053050893,29.3917961120605,5,596882.450708405,5670643.8102941,"Bow Valley",0,"0"
5,4,3,3,3,5,1676.08000000056,957.413516360115,863.934997558594,3,582489.469384746,5673460.38226444,"Bow Valley",0,"0"
4,4,4,3,1,4,1512.59333333327,274.149820521775,197.335144042969,1,566621.544702944,5687462.51517541,"Bow Valley",0,"0"
4,5,4,3,1,4,1619.97333333315,294.535538547361,1638.98510742188,2,565046.595131121,5691251.09852872,"Bow Valley",0,"0"
1,1,1,1,1,1,2620.56666666693,3568.48483779494,3674.84399414062,10,572521.669380693,5688375.1408003,"Bow Valley",0,"0"
4,4,4,4,3,4,1605.5937777772,,,2,588921.90877784,5664546.7575924,"Bow Valley",0,"0"
4,4,4,3,1,4,1504.80666666692,27.9095144816908,25.2914886474609,2,564004.120494809,5689009.254169,"Bow Valley",0,"0"
5,4,3,3,3,5,1620.20000000056,232.608315030201,216.409744262695,3,581584.354999674,5673924.41705588,"Bow Valley",0,"0"
5,4,3,3,3,5,1744.13288888873,471.299344369208,457.394500732422,3,581660.028031197,5681361.77236362,"Bow Valley",0,"0"
3,5,4,1,3,4,1769.70044444436,104.700059780998,113.510902404785,2,590903.338170256,5679912.82315822,"Bow Valley",0,"0"
1,4,1,3,4,3,1835.61377777912,423.191751005315,361.412322998047,10,587208.745201687,5668294.07846093,"Bow Valley",0,"0"
4,4,4,1,1,4,1494,27.9095144816908,0,8,563709.409472302,5690003.19342035,"Bow Valley",0,"0"
1,4,1,3,4,3,1982.65288888959,399.889661964616,402.423889160156,3,586273.144888184,5667463.03108079,"Bow Valley",0,"0"
4,5,4,3,1,4,1747.15288888879,1314.28612795384,1165.49182128906,2,577536.784656348,5681467.77619394,"Bow Valley",0,"0"
4,4,4,4,3,4,1571.90000000006,30.8216010761394,173.454406738281,2,592123.299470529,5666382.83920578,"Bow Valley",0,"0"
4,5,4,3,1,4,1571.67333333383,606.542554424424,445.622436523438,3,562715.100099372,5689347.63864473,"Bow Valley",0,"0"
3,4,4,3,4,4,2024.38622222156,1866.46014248688,1584.26318359375,8,588977.524366349,5674214.97604317,"Bow Valley",0,"0"
3,5,4,1,3,4,1779.18666666654,37.3040091805528,42.6025657653809,3,590644.228210296,5681032.88800479,"Bow Valley",0,"0"
3,3,3,5,6,3,2397.3066666656,2444.25211818131,2304.33984375,10,590148.163512966,5674537.68077055,"Bow Valley",0,"0"
5,4,3,3,3,5,1989.43288888923,859.759823009288,756.677307128906,3,581049.371098852,5682929.98017382,"Bow Valley",0,"0"
6,3,4,1,1,5,1462.21999999994,185.565623840279,0,3,582436.871281863,5676930.69350665,"Bow Valley",0,"0"
4,3,4,5,5,4,2134.88088888803,1092.3366168523,835.53662109375,2,589844.626381487,5672221.53444181,"Bow Valley",0,"0"
3,4,4,3,4,4,1880.08088888978,303.252131852248,262.639862060547,3,598080.586411073,5668289.88132853,"Bow Valley",0,"0"
3,3,3,5,6,3,2365.02844444512,600.191271121294,522.799743652344,10,596362.516387263,5673105.12802067,"Bow Valley",0,"0"
4,5,5,4,1,5,1504.30622222218,580.442387382578,501.498443603516,2,581313.697643561,5675378.68396978,"Bow Valley",0,"0"
3,3,3,5,5,3,2260.86666666573,337.67634163034,177.809356689453,10,575793.976993647,5684774.39967183,"Bow Valley",0,"0"
4,5,4,3,1,4,1508.80666666692,212.755722388182,489.782470703125,3,570702.2438122,5681378.35260519,"Bow Valley",0,"0"
1,1,1,1,1,1,2323.24577777825,1209.37539111999,1033.3564453125,10,585437.587841571,5683588.68382855,"Bow Valley",0,"0"
1,1,3,5,4,3,2316.85333333341,1318.53508963639,1169.50158691406,10,583987.357286185,5667269.34006506,"Bow Valley",0,"0"
1,1,1,1,4,1,2221.99955555674,1070.49352974063,1001.25897216797,10,589824.282352887,5680000.16462944,"Bow Valley",0,"0"
4,5,5,4,1,5,1415.48622222243,27.9095144816908,16.3037776947021,2,585449.07141707,5673233.23565882,"Bow Valley",0,"0"
4,4,4,1,1,5,1432,526.002747583362,312.954681396484,2,578156.150106167,5678554.94657027,"Bow Valley",0,"0"
4,5,5,4,1,5,1435.1728888891,170.787800509606,176.921508789062,2,583562.167125145,5674647.22929563,"Bow Valley",0,"0"
3,3,3,1,1,3,2268.10622222255,3400.8591883538,3172.59838867188,2,575689.044923069,5674400.99567309,"Bow Valley",0,"0"
4,4,4,4,3,4,1527.84666666661,193.592171955789,371.708526611328,3,584851.423324048,5676698.0210043,"Bow Valley",0,"0"
4,3,3,5,6,4,2385.57333333415,3291.96102856095,3192.11645507812,10,581100.996432693,5669247.10960789,"Bow Valley",0,"0"
5,5,5,3,1,5,1402,380.796907317313,359.615936279297,4,594607.17208642,5668830.2908134,"Bow Valley",0,"0"
4,5,5,3,3,5,1433,5.6210779452891,33.6075668334961,1,579613.107776235,5678909.27090136,"Bow Valley",0,"0"
4,5,5,4,1,5,1683.98666666624,355.683270319947,260.928039550781,3,568531.842292709,5677723.4193067,"Bow Valley",0,"0"
4,3,4,5,5,4,2028.04666666556,1017.19801756663,831.99658203125,8,578711.112327423,5672964.57071611,"Bow Valley",0,"0"
4,3,3,3,1,4,2071.02000000031,1607.74074381869,1570.40161132812,2,574438.81217476,5675918.07982339,"Bow Valley",0,"0"
4,5,4,1,4,4,1604.65333333352,978.81946894541,740.363647460938,3,563479.281701017,5688218.45171551,"Bow Valley",0,"0"
3,3,3,5,6,3,2403.49377777768,2570.38941971573,2487.24365234375,10,588598.037414139,5678873.15518153,"Bow Valley",0,"0"
3,5,4,1,1,4,1650.52666666673,9.68403335800394,51.6292114257812,1,582320.284815258,5681532.92710985,"Bow Valley",0,"0"
6,3,4,1,1,5,1533.93955555514,321.685700303552,239.42170715332,3,583040.10902601,5677432.23499214,"Bow Valley",0,"0"
4,5,3,1,1,4,1730.52666666698,1800.32398042875,1658.89697265625,3,564343.588357515,5685859.84031775,"Bow Valley",0,"0"
1,1,1,1,3,1,2405.23288888935,1725.62398161155,1761.6279296875,10,586649.954955891,5680113.12839797,"Bow Valley",0,"0"
5,4,5,5,5,5,2087.28666666622,2126.56962833479,1996.51574707031,2,570643.291687227,5686616.74879016,"Bow Valley",0,"0"
4,3,3,5,6,4,2310.20044444398,1740.5989344763,1622.20458984375,10,581054.584520097,5671261.33601648,"Bow Valley",0,"0"
4,4,3,1,1,4,1748.32711111103,417.91494705054,538.9794921875,3,569893.435991652,5679135.82835538,"Bow Valley",0,"0"
3,3,3,5,6,3,1708.10044444387,514.811526973062,400.923400878906,8,580328.546355369,5674050.96859174,"Bow Valley",0,"0"
5,4,3,3,3,5,1668.56666666667,423.203187644642,378.699951171875,3,581898.947016772,5681850.0338315,"Bow Valley",0,"0"
4,5,4,3,1,4,1602.09999999969,1373.62086820851,1235.345703125,3,568727.048106341,5686921.26299572,"Bow Valley",0,"0"
3,4,3,3,1,3,1949.57333333415,,,3,597168.157644198,5664684.77632893,"Bow Valley",0,"0"
3,3,3,5,6,3,2214.40711111118,570.297642859886,352.698486328125,10,596830.368484047,5672399.6195714,"Bow Valley",0,"0"
3,1,3,6,5,3,2281.63288889021,688.535600295775,553.068420410156,10,584476.467017824,5666737.95459088,"Bow Valley",0,"0"
3,4,3,3,1,3,1815.97422222194,45.3229549485493,31.8674335479736,3,585934.833915753,5667756.54705084,"Bow Valley",0,"0"
5,5,5,3,1,5,1433,315.257599987135,163.936386108398,2,580304.773751536,5678073.07969966,"Bow Valley",0,"0"
4,4,4,1,1,5,1458.05333333371,235.906194369001,236.212982177734,2,586983.821745646,5671322.41097706,"Bow Valley",0,"0"
1,1,1,1,4,1,2475.28177777702,2254.54321070884,2262.92749023438,10,587808.172853647,5665702.46799634,"Bow Valley",0,"0"
4,4,4,3,3,4,1519.04044444455,,,2,591828.900140652,5664689.49890643,"Bow Valley",0,"0"
4,5,4,3,1,4,1541.83422222299,409.033611725584,491.475433349609,3,590573.646848772,5667908.1219188,"Bow Valley",0,"0"
3,3,3,3,1,3,2221.47333333353,1415.88460183277,1307.72375488281,3,579176.684236235,5684550.61584213,"Bow Valley",0,"0"
3,4,4,3,4,4,1844.37955555408,409.623444557401,232.88249206543,8,594118.03072847,5675616.15930457,"Bow Valley",0,"0"
3,4,3,3,4,3,2227,3081.18675241195,2936.80004882812,10,581313.635037623,5669687.37459388,"Bow Valley",0,"0"
3,4,4,3,4,4,1828.35333333353,192.071477709427,52.4920196533203,3,594135.524963425,5671746.14137578,"Bow Valley",0,"0"
3,3,3,5,6,3,2125.45955555439,1458.43187183266,1204.88720703125,2,590144.361373238,5672438.86183495,"Bow Valley",0,"0"
1,1,1,5,5,3,2445.1142222225,2856.31624043284,2936.79223632812,10,573381.533340139,5688213.27305812,"Bow Valley",0,"0"
4,4,4,4,3,4,1592.49955555645,739.648918176632,743.227478027344,3,584920.119018132,5672774.00781912,"Bow Valley",0,"0"
1,1,1,1,4,1,2769.57466666611,2433.33881817054,2339.79077148438,10,572449.896793505,5686230.47379387,"Bow Valley",0,"0"
4,4,4,4,3,4,1911.96666666634,883.207778297923,818.313598632812,3,583235.36184653,5682040.44828427,"Bow Valley",0,"0"
1,1,1,1,4,1,2533.42666666662,869.296851822069,825.714477539062,10,591871.718731064,5672741.15074545,"Bow Valley",0,"0"
4,6,3,5,3,4,2128.55955555475,584.244333213866,2149.69702148438,10,584331.385341315,5680248.03376113,"Bow Valley",0,"0"
1,4,3,3,5,3,2059.57333333389,703.609825207343,532.28271484375,3,570639.271449173,5675888.42052585,"Bow Valley",0,"0"
4,4,5,3,1,5,1517.50044444474,265.427192484901,520.601928710938,3,594899.271722958,5667428.78206367,"Bow Valley",0,"0"
4,4,4,4,3,4,1512.52666666673,168.283176785822,103.595184326172,2,580485.454550543,5679215.33321293,"Bow Valley",0,"0"
5,4,3,3,3,5,1603.88044444487,775.17284062149,688.449523925781,3,579131.752092418,5676615.41230904,"Bow Valley",0,"0"
4,5,4,3,1,4,1610.12000000025,898.770183720198,640.019653320312,3,563102.561679595,5688580.16879572,"Bow Valley",0,"0"
4,5,3,1,1,4,1826.93288888859,1292.04490420151,1624.29370117188,3,571249.980561873,5685151.83969595,"Bow Valley",0,"0"
3,6,3,1,1,3,1710.29244444448,214.67796504311,208.066711425781,2,593024.087080906,5675615.96964603,"Bow Valley",0,"0"
1,1,1,1,1,1,1857.15333333288,924.21733831929,2670.03979492188,10,566389.982605494,5691583.12806073,"Bow Valley",0,"0"
3,3,3,5,6,3,2348.17199999937,1100.93425633292,1003.36975097656,10,595897.179058462,5673244.93992554,"Bow Valley",0,"0"
4,6,4,3,1,4,2165.18622222219,2503.92076345148,2479.62548828125,2,575207.807372568,5675424.17805218,"Bow Valley",0,"0"
4,5,4,1,4,4,1548.87333333346,377.798313818664,564.349426269531,2,566475.968462244,5684470.9753686,"Bow Valley",0,"0"
4,5,4,3,3,4,1513.00666666748,303.688054978842,366.740020751953,3,590800.153289495,5667961.55050866,"Bow Valley",0,"0"
5,4,5,4,3,5,1450.18000000025,40.8810082267412,0,2,596243.427832912,5668151.60852852,"Bow Valley",0,"0"
6,4,6,6,1,6,1447.01288888823,30.8216010761394,99.9483489990234,2,591801.937360523,5669416.74767732,"Bow Valley",0,"0"
4,4,4,3,1,4,1592.8871111109,,,2,593055.463658333,5662769.25307989,"Bow Valley",0,"0"
4,3,4,5,5,4,1659.89333333216,109.228560773834,129.869689941406,8,594430.222047284,5670761.93610032,"Bow Valley",0,"0"
5,5,5,3,1,5,1402,422.834363007957,337.258850097656,2,587909.032916548,5671697.3312693,"Bow Valley",0,"0"
3,3,3,5,6,3,2359.06755555643,1036.30600415427,957.882934570312,10,592964.283046764,5677774.87960836,"Bow Valley",0,"0"
3,5,4,1,3,4,1441.75333333321,17.4134404668584,0,8,575139.463946124,5680283.43119878,"Bow Valley",0,"0"
1,1,1,1,4,1,2379.19244444599,1026.74891747019,1073.28051757812,10,586887.147122175,5680767.3072797,"Bow Valley",0,"0"
5,4,5,3,3,5,1402,465.128505762662,309.118438720703,9,589651.883968206,5669300.97483573,"Bow Valley",0,"0"
5,4,5,5,5,5,1600.07333333283,846.60146405011,866.029663085938,12,587150.408710512,5674967.5764117,"Bow Valley",0,"0"
3,3,3,5,6,3,2346.98044444311,1161.9033805065,2616.24462890625,10,585436.264762418,5679098.93394655,"Bow Valley",0,"0"
4,5,4,3,3,4,1832.61288888871,99.6840333580039,0.906362295150757,3,590659.970204313,5681709.45703513,"Bow Valley",0,"0"
3,3,3,5,6,3,2436.20133333278,1013.29800744881,786.935363769531,15,592381.319078686,5672025.65170541,"Bow Valley",0,"0"
5,4,5,5,5,5,1926.41999999931,925.888192326593,804.492126464844,7,572272.126829808,5684572.32812467,"Bow Valley",0,"0"
4,4,4,4,3,4,1844.27955555507,2328.47423802109,2052.37866210938,3,568961.38220318,5687937.31400129,"Bow Valley",0,"0"
1,4,1,3,4,3,2085.24755555652,682.411069615604,555.855651855469,3,592618.481174195,5674952.86297975,"Bow Valley",0,"0"
1,4,1,3,4,3,2162.55377777777,2957.6484989774,2735.85522460938,2,583005.752400678,5671509.9760832,"Bow Valley",0,"0"
3,5,4,1,3,4,1576.93999999975,63.4065745841059,875.239379882812,3,597859.778098235,5666701.02848202,"Bow Valley",0,"0"
4,6,3,5,3,4,2008.24622222142,378.982074054104,1700.10229492188,10,583993.082286385,5680617.92159526,"Bow Valley",0,"0"
4,5,5,4,1,5,1460.88044444461,278.254612403798,76.2283706665039,2,584611.488128041,5673835.99027201,"Bow Valley",0,"0"
4,3,3,5,6,4,2403.07911111058,2027.17776552377,2390.93701171875,10,586201.439084159,5679620.85748212,"Bow Valley",0,"0"
4,5,4,1,4,4,1936.76755555577,2249.29529327747,2478.84545898438,2,575750.985179489,5676217.71279451,"Bow Valley",0,"0"
3,5,4,1,3,4,1570.08622222199,43.51552217132,898.448059082031,3,597826.832649553,5666711.29495854,"Bow Valley",0,"0"
5,4,4,4,1,5,1408.76622222237,5.6210779452891,0,2,595884.659303999,5668736.47320713,"Bow Valley",0,"0"
1,1,1,1,4,1,2532.02044444331,2344.06808211693,2230.21557617188,10,587499.572864533,5665827.91476336,"Bow Valley",0,"0"
4,6,5,1,1,5,1402,209.148987970743,82.4718551635742,5,597520.708749767,5669924.19223858,"Bow Valley",0,"0"
4,4,3,1,1,4,1772.9595555557,1199.84176454378,1214.80737304688,2,569382.538196258,5679759.71692511,"Bow Valley",0,"0"
1,1,1,5,5,3,2493.72000000007,3213.25538166793,3023.5556640625,10,573129.08673538,5687931.89517769,"Bow Valley",0,"0"
4,4,4,4,3,4,1565.19333333308,111.362189728303,452.773132324219,2,570275.754761459,5684421.21210893,"Bow Valley",0,"0"
4,5,4,3,1,4,1503.48622222243,45.874019920188,108.523887634277,2,567368.411934993,5685120.14315125,"Bow Valley",0,"0"
1,1,1,5,5,3,2491.40666666673,2838.02622762649,3200.51440429688,10,573186.767804253,5688682.28168257,"Bow Valley",0,"0"
4,5,4,3,1,4,1563.61955555552,1157.16195821313,995.119384765625,3,565982.086976602,5685208.80991604,"Bow Valley",0,"0"
4,4,4,3,1,4,1531.16666666648,516.024103528134,407.869873046875,2,565580.424474972,5686494.66363027,"Bow Valley",0,"0"
4,4,4,3,1,4,1494.91999999969,20.3159666419961,0,2,575838.046479369,5680694.94219817,"Bow Valley",0,"0"
4,4,4,4,3,4,1500.68000000038,225.533176028114,220.85481262207,3,587428.083533386,5670741.9819365,"Bow Valley",0,"0"
1,1,1,1,3,1,2185.76000000068,64.7275672957172,1605.58056640625,3,565392.239955768,5681211.78385836,"Bow Valley",0,"0"
3,4,3,3,1,3,1765.00622222261,652.305067742171,1413.12268066406,2,570969.675275872,5677108.36135467,"Bow Valley",0,"0"
1,4,1,3,4,3,2058.31333333401,419.48268009784,392.4208984375,3,586070.526580399,5667156.88907016,"Bow Valley",0,"0"
1,1,1,1,4,1,2453.0199999998,2447.26593053581,2257.07788085938,10,588592.090706422,5679348.66961704,"Bow Valley",0,"0"
5,4,3,3,3,5,1638.49377777845,898.308183762118,717.1650390625,3,588351.675968504,5668350.22187896,"Bow Valley",0,"0"
3,4,4,3,4,4,1830.74666666624,1667.27166771153,1402.93225097656,3,589092.659561938,5673622.47529919,"Bow Valley",0,"0"
1,4,1,3,4,3,1957.98755555596,904.501580127474,649.437927246094,3,592211.30747112,5675497.93970959,"Bow Valley",0,"0"
4,4,4,4,3,4,1859.59333333301,790.014784118321,728.313598632812,3,583146.102906933,5681957.99789673,"Bow Valley",0,"0"
