"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","pack","used"
1,1,1,1,4,1,2532.09999999994,2549.89553944884,4120.25735709901,"Red Deer",0
3,3,5,5,5,4,2092.28799999963,1010.20478692855,5201.06781568143,"Red Deer",0
3,3,4,6,5,4,2244.85999999969,2174.75218485126,13058.4621287671,"Red Deer",0
1,1,1,1,4,1,2779.70755555577,1016.73900640219,5092.3587223365,"Red Deer",0
,,,,,,2689.29999999931,2020.77248216059,9375.65254680237,"Red Deer",0
3,3,4,6,5,4,2486.50666666574,2359.54858853511,6786.47565926877,"Red Deer",0
4,5,4,3,3,4,1742.86711111152,939.511624228901,1585.20049796858,"Red Deer",0
1,1,1,1,1,1,2386.47377777788,1302.58655953314,1257.85294829995,"Red Deer",0
1,1,1,1,4,1,2695.96622222395,4389.82233723254,4365.87381170099,"Red Deer",0
5,4,4,1,4,5,2469.31999999937,973.864200872458,882.843982804569,"Red Deer",0
5,4,3,3,3,5,1682.10711111109,527.052995999752,870.763959276561,"Red Deer",0
1,1,1,1,1,1,2554.27377778012,682.842515020356,730.802962675574,"Red Deer",0
,,,,,,2050.43288888898,327.032926943717,678.472042904468,"Red Deer",0
1,1,1,1,4,1,2357.27955555677,649.250200231459,552.92058964935,"Red Deer",0
3,4,4,3,1,4,1798.2666666671,1328.41786878198,7125.81952638766,"Red Deer",0
1,1,1,1,4,1,2480.15377778012,1149.684033358,3957.33626765417,"Red Deer",0
3,3,3,4,4,3,2258.40666666673,639.933163582614,12826.6236170289,"Red Deer",0
,,,,,,2019.16088888941,2022.58655953314,3524.56295746946,"Red Deer",0
3,3,3,5,6,3,2145.83999999955,165.363552233608,6689.04362830649,"Red Deer",0
,,,,,,1746.04533333308,684.460663172649,531.945652114927,"Red Deer",0
1,1,1,1,4,1,2436.0004444458,1110.89350241779,977.589860045816,"Red Deer",0
3,1,1,3,4,3,2423.54666666636,754.577515951865,1766.48350404142,"Red Deer",0
3,4,4,4,4,4,2102.00666666654,952.950464507631,8466.44856433547,"Red Deer",0
,,,,,,2407.97288889014,1451.18529912418,1477.77810661097,"Red Deer",0
1,1,1,1,1,1,2251.91955555457,553.413460251814,13678.0327351452,"Red Deer",0
,,,,,,1838.49244444411,151.736448658655,2934.41392248539,"Red Deer",0
4,4,4,4,3,4,1745.00755555534,148.856058484104,4625.05198090316,"Red Deer",0
,,,,,,2055.31333333266,45.874019920188,2058.07498689672,"Red Deer",0
5,4,5,5,5,5,1935.27955555507,1864.831758564,1659.27452925197,"Red Deer",0
5,4,4,1,4,5,2174.64533333383,333.558129294241,219.567270320079,"Red Deer",0
3,5,4,1,3,4,1779.84666666661,257.666854737765,11051.6877140765,"Red Deer",0
4,4,4,4,3,4,2005.78000000032,20.3159666419961,9744.23733865952,"Red Deer",0
1,1,1,1,4,1,2454.71333333285,982.121891391488,961.761775477828,"Bow Valley",0
6,4,6,6,1,6,1444.76088888829,77.4134404668584,16.2922567651543,"Bow Valley",0
4,4,4,4,3,4,1661.34711111067,455.574229402897,370.339341233899,"Bow Valley",0
4,4,4,4,3,4,1878.6066666661,2144.90456801382,1979.86449807196,"Bow Valley",0
4,5,4,3,3,4,1756.12000000025,1016.84565333233,2060.79607936234,"Bow Valley",0
1,1,1,1,1,1,2766.44666666709,1975.85760214094,1621.19741128673,"Bow Valley",0
3,3,3,5,6,3,2108.97422222101,770.254536725762,570.923726359617,"Bow Valley",0
3,3,3,5,6,3,2258.50088889027,2002.19451089081,1781.71134956835,"Bow Valley",0
4,5,4,3,1,4,1550.12,887.413440466858,719.93045768378,"Bow Valley",0
5,4,3,3,3,5,1921.46666666699,670.967118247342,471.018969733959,"Bow Valley",0
4,5,4,3,1,4,1602.34666666648,812.161915106383,1443.27498249795,"Bow Valley",0
3,3,3,4,4,3,2014.33377777851,580.442387382578,493.723187232732,"Bow Valley",0
4,4,3,1,1,4,1604.23288888909,804.187582072059,757.893953014118,"Bow Valley",0
1,4,1,3,4,3,1988.21377777851,808.285086676542,654.851700779758,"Bow Valley",0
5,4,5,5,5,5,1670.6262222218,677.696294894109,472.921397095691,"Bow Valley",0
4,6,3,1,1,5,2213.32622222275,37.3040091805528,1492.27068371993,"Bow Valley",0
4,5,4,1,4,4,1631.80711111153,785.740978431313,678.902667740223,"Bow Valley",0
5,4,3,3,3,5,1674.84000000032,1213.79379463676,1087.93533473874,"Bow Valley",0
4,3,3,3,1,4,2122.27288888904,358.901524850215,2583.44994429952,"Bow Valley",0
3,3,3,5,6,3,2294.52000000002,2139.684033358,2013.93743298858,"Bow Valley",0
1,4,1,3,4,3,2064.85999999995,2004.82021302401,2098.80686208608,"Bow Valley",0
4,6,4,3,1,4,2222.43377777794,1179.05687942258,1013.52038068854,"Bow Valley",0
4,3,3,5,6,4,2152.31288888982,1513.93754552757,1391.68790768648,"Bow Valley",0
5,4,4,1,4,5,2442.98666666665,3040.4207403554,2739.12925915794,"Bow Valley",0
1,1,1,1,4,1,2460.33822222218,1601.80311796209,1499.08757971697,"Bow Valley",0
3,3,3,1,3,3,1803.04622222256,1572.33422849577,1749.56521320191,"Bow Valley",0
3,3,3,4,4,3,2066.58000000069,779.102188747249,630.048495862695,"Bow Valley",0
1,1,1,1,4,1,2756.49377777777,1460.49678457064,1466.63835347,"Bow Valley",0
4,4,4,4,3,4,1709.99999999974,,,"Bow Valley",0
4,4,3,1,1,4,1646.15999999994,17.4134404668584,26.2006968592956,"Bow Valley",0
1,1,1,1,4,1,2644.22711111093,1828.83147659948,1735.92651620455,"Bow Valley",0
4,3,3,3,1,4,1992.12000000025,647.189968199305,1373.9730067905,"Bow Valley",0
4,5,4,3,1,4,1598.37288888872,194.963931884916,1971.29957920369,"Bow Valley",0
5,4,4,4,1,5,1412.72044444467,17.4134404668584,0,"Bow Valley",0
3,3,3,4,4,3,2014.08000000031,2653.74767028437,2608.46817969949,"Bow Valley",0
1,1,1,1,4,1,2345.72622222082,2272.33174343926,1983.91788359205,"Bow Valley",0
3,4,4,3,4,4,1960.75244444425,1060.36415536333,995.844222391701,"Bow Valley",0
4,5,4,3,3,4,1686.21333333365,721.689807167944,1729.33425984545,"Bow Valley",0
1,1,1,1,4,1,2229.27955555626,1019.92262033722,854.937728269026,"Bow Valley",0
5,1,3,4,4,4,2212.53333333353,702.170881178916,698.985178258653,"Bow Valley",0
5,4,3,3,3,5,1679.73333333383,1262.25444660549,1257.61947169199,"Bow Valley",0
4,3,4,5,5,4,1859.03288888802,1230.3396629663,1002.26688554752,"Bow Valley",0
5,4,5,5,5,5,1694.77999999981,,,"Bow Valley",0
4,4,4,4,3,4,1886.37333333308,812.368646010132,704.590649830156,"Bow Valley",0
1,4,3,3,5,3,2098.13422222163,77.4134404668584,0,"Bow Valley",0
4,4,4,4,3,4,2135.11377777738,1640.72547405896,1465.62577850126,"Bow Valley",0
4,4,4,1,1,5,1694.31999999962,1262.16377189577,1692.12399477877,"Bow Valley",0
4,4,4,1,3,4,1469.95955555545,143.737713951764,0,"Bow Valley",0
1,3,3,5,5,3,2413.8671111111,1884.06697053552,1734.55720826825,"Bow Valley",0
4,5,4,3,3,4,1931.99333333371,892.173683600282,1059.74115967167,"Bow Valley",0
5,1,4,6,5,5,1867.31244444335,595.050809181251,1482.15275430825,"Bow Valley",0
4,3,3,3,1,4,2037,537.74714078163,953.973006790504,"Bow Valley",0
5,5,5,3,1,5,1421.75333333321,168.28096696933,53.3194478256628,"Bow Valley",0
4,4,4,1,1,5,1619.9066666666,471.22287593704,311.559394783224,"Bow Valley",0
4,4,3,1,1,4,1622.37999999988,242.894139696501,453.430171730406,"Bow Valley",0
4,4,4,1,1,5,1792.11333333345,1288.29712274039,1333.38060056322,"Bow Valley",0
1,1,1,1,4,1,2315.91333333331,4019.79271507645,4193.98031640663,"Bow Valley",0
5,5,5,3,1,5,1402,341.773108618688,412.234140059203,"Bow Valley",0
4,4,4,3,1,4,1518.9066666666,280.617509739118,307.499885185686,"Bow Valley",0
4,4,4,3,1,4,1528.31333333333,,,"Bow Valley",0
3,4,3,3,1,3,1796.54088888861,50.4350808390555,5.21787886094832,"Bow Valley",0
4,5,5,4,1,5,1482.16577777794,564.907069905065,501.445869675441,"Bow Valley",0
3,6,3,1,1,3,2036.33333333271,418.920552608835,440.465025690069,"Bow Valley",0
4,4,4,4,3,4,1954.34666666648,705.859595564177,734.144985409112,"Bow Valley",0
4,5,4,1,4,4,1669.02666666685,1085.83068589534,1044.60733791096,"Bow Valley",0
1,1,1,1,4,1,2582.50666666786,2008.93789174389,2046.35153611506,"Bow Valley",0
3,4,5,4,1,4,1683.59333333327,39.6840333580039,10.081254441853,"Bow Valley",0
1,4,1,3,4,3,1910.75333333372,1595.39844683444,1317.86222400598,"Bow Valley",0
3,4,4,3,4,4,2049.28000000045,476.801318744775,428.641229066998,"Bow Valley",0
1,1,1,1,4,1,2166.33200000075,1965.33634592011,1757.17588248213,"Bow Valley",0
1,1,1,1,4,1,2635.27333333262,1763.44093358284,1794.65658900319,"Bow Valley",0
4,6,3,5,3,4,2086.23999999906,1432.60262871408,1169.51012036217,"Bow Valley",0
4,4,4,3,1,4,1509.43511111134,965.336025757139,1015.89096726708,"Bow Valley",0
5,5,5,3,1,5,1402,42.5865595331416,46.0342467236384,"Bow Valley",0
5,4,5,5,5,5,1825.46666666554,1474.44796987676,1420.43497264416,"Bow Valley",0
6,3,6,1,3,6,1438.18000000025,140.80807087779,0,"Bow Valley",0
4,5,3,1,1,4,1463,43.51552217132,63.5534729276567,"Bow Valley",0
1,1,1,1,4,1,2549.40711111083,1250.315966642,1082.59910324829,"Bow Valley",0
1,4,1,3,4,3,2048.66088888996,1164.28891766379,969.042179658122,"Bow Valley",0
4,4,4,1,3,4,1475.44044444474,304.980329825867,215.8873769004,"Bow Valley",0
1,1,1,1,4,1,2462.42711110979,1077.67564119367,2834.09774163077,"Bow Valley",0
4,5,4,3,1,4,1634.36044444417,723.636670617089,1621.62344524734,"Bow Valley",0
4,4,4,4,3,4,1753.81377777781,458.681841251904,368.313602538314,"Bow Valley",0
4,5,4,3,1,4,1534.06666666654,50.3159666419961,438.692104462507,"Bow Valley",0
1,1,1,1,4,1,2538.11955555497,3961.20008067012,4366.17768553884,"Bow Valley",0
3,3,3,5,6,3,2200.61377777802,2290.88212843522,2196.90491984457,"Bow Valley",0
1,1,1,5,5,3,2478.61955555552,3105.76527606899,2978.80711320127,"Bow Valley",0
4,4,4,1,3,4,1483.78000000006,84.1720542984952,0.184034797811825,"Bow Valley",0
4,4,4,1,1,5,1945.50088888883,715.632495097714,622.582508541901,"Bow Valley",0
4,5,3,1,1,4,1699.52666666698,1590.14368302031,1560.06327027523,"Bow Valley",0
4,4,3,1,1,4,1729.41955555589,1571.31591225531,2146.78757544721,"Bow Valley",0
3,3,3,4,4,3,2181.05288888952,186.007265847353,100.740087300073,"Bow Valley",0
4,4,4,4,3,4,1482.65999999981,171.423713554979,0,"Bow Valley",0
3,5,4,1,3,4,1450.53333333327,27.9095144816908,5.44048469870395,"Bow Valley",0
4,4,4,3,1,4,1468.9066666666,39.6840333580039,0,"Bow Valley",0
4,5,4,3,1,4,1493.82044444461,470.324015451333,453.437456412368,"Bow Valley",0
5,4,3,3,3,5,1533.11333333371,868.947688263037,874.211171035131,"Bow Valley",0
3,5,4,1,3,4,1781.37999999988,140.315966641996,0,"Bow Valley",0
1,1,1,1,3,1,2420.27999999968,2028.15519417815,4066.51903606709,"Bow Valley",0
4,3,3,5,6,4,2175.66666666754,3573.62012995561,3267.39665207845,"Bow Valley",0
1,1,1,1,4,1,2615.81911111002,1461.96738944793,1267.07612819713,"Bow Valley",0
4,4,3,1,1,4,1826.92711111085,475.627362525667,358.19034827388,"Bow Valley",0
4,5,3,1,1,4,1854.55333333265,662.594340007621,530.434585039285,"Bow Valley",0
1,1,1,1,4,1,2734.00044444512,2167.02080165328,2174.49358498221,"Bow Valley",0
4,4,3,1,1,4,1684.02666666685,1272.58655953314,1404.38108075798,"Bow Valley",0
5,4,3,3,3,5,1604.94666666722,,,"Bow Valley",0
1,1,1,1,4,1,2444.68711111009,2330.8517524656,2672.85381446826,"Bow Valley",0
4,4,4,4,3,4,1619.40000000019,584.924012648289,820.601905959658,"Bow Valley",0
3,3,3,5,6,3,2336.57377777731,1897.89554246275,3270.43018498289,"Bow Valley",0
4,4,5,3,1,5,1494,443.691663214953,212.362927235093,"Bow Valley",0
4,5,4,3,1,4,1550.43333333359,546.327531592096,353.082337189092,"Bow Valley",0
4,4,4,3,1,4,1561.80755555546,11.7923625215693,29.0812485718365,"Bow Valley",0
4,4,4,4,3,4,1415.57955555583,109.228560773834,140.284744972787,"Bow Valley",0
1,4,1,3,4,3,1955.20666666736,814.574973037209,655.909325345132,"Bow Valley",0
4,3,3,3,1,4,1969.4200000005,752.366782845724,798.665265177119,"Bow Valley",0
3,3,3,1,3,3,1792.3866666671,480.278934245283,351.107702498827,"Bow Valley",0
4,6,3,1,1,5,2145.37333333359,380.066905509138,685.933683683164,"Bow Valley",0
1,1,3,5,4,3,2379.91955555509,1520.60749997257,1373.08491450247,"Bow Valley",0
4,4,4,4,3,4,2042.29999999957,261.132426840719,115.751497189747,"Bow Valley",0
4,5,4,3,1,4,1595.40666666673,345.162234320509,625.654945905027,"Bow Valley",0
1,4,1,3,4,3,1929.06755555627,1452.58655953314,1690.60190595966,"Bow Valley",0
1,1,1,1,4,1,2601.726222222,2757.35480252471,2605.09852428091,"Bow Valley",0
4,5,4,3,1,4,1539.27288888878,617.413440466858,559.769330627395,"Bow Valley",0
1,1,1,1,4,1,2561.43377777701,999.161912359832,848.725375601974,"Bow Valley",0
3,3,3,5,6,3,2254.67288888855,2739.97135943909,2348.97858544807,"Bow Valley",0
4,5,4,1,4,4,1592.85955555576,651.138901783321,1125.20523471631,"Bow Valley",0
3,3,3,4,4,3,2194.43999999987,2197.33575096424,2537.8732626775,"Bow Valley",0
4,5,4,3,3,4,1542.81333333346,224.444998713494,505.703401331601,"Bow Valley",0
4,3,4,5,5,4,2042.12133333298,1566.51087896076,1291.81910046639,"Bow Valley",0
5,4,5,4,3,5,1508.14711111171,42.5865595331416,14.6767353090333,"Bow Valley",0
1,1,1,1,4,1,2660.73377777616,494.380146907538,526.039856348923,"Bow Valley",0
3,3,3,5,6,3,2353.83822222112,2014.81836320895,1766.96917903666,"Bow Valley",0
4,5,4,3,1,4,1489.18000000025,78.8535473755292,191.601722513833,"Bow Valley",0
4,4,3,1,1,4,1788.92666666717,1359.3973771982,2121.40848722688,"Bow Valley",0
4,4,4,1,1,5,1906.17866666684,99.6840333580039,44.773749340442,"Bow Valley",0
1,1,1,1,4,1,2529.12133333247,1116.63811850731,1047.86606274331,"Bow Valley",0
3,3,3,5,6,3,2265.29955555496,1442.81076204681,1287.09244808636,"Bow Valley",0
5,5,5,3,1,5,1402,20.3159666419961,89.1883592630703,"Bow Valley",0
3,4,3,4,3,3,1957.46000000018,318.418393906519,290.591496066534,"Bow Valley",0
6,3,4,1,1,5,1507.11377777738,320.069902221054,58.2386020733645,"Bow Valley",0
1,1,1,1,4,1,2230.7799999999,396.076566707599,175.727149365871,"Bow Valley",0
3,3,3,4,4,3,2085.86711111152,886.344663596423,672.323492411524,"Bow Valley",0
4,5,3,1,1,4,1693.96666666686,1218.14081375697,1187.47455244002,"Bow Valley",0
4,5,5,4,1,5,1475.02666666685,198.635378268195,0,"Bow Valley",0
4,5,4,1,4,4,1528.77288888891,433.57888717353,578.575734745175,"Bow Valley",0
4,4,4,4,3,4,2038.68755555546,181.905590670469,55.7514971897472,"Bow Valley",0
5,5,5,3,1,5,1402,534.321524917167,524.453438992824,"Bow Valley",0
5,4,3,3,3,5,1881.64000000001,869.296851822069,757.633002349492,"Bow Valley",0
4,5,4,1,4,4,1704.58666666698,896.000886429335,922.436441500071,"Bow Valley",0
3,4,3,3,1,3,1884.58088888898,40.8810082267412,17.5347435196334,"Bow Valley",0
1,1,1,1,4,1,2444.88755555653,431.736466809866,272.887869460538,"Bow Valley",0
1,1,1,1,4,1,2184.21955555668,1039.11641186917,985.430464153803,"Bow Valley",0
4,4,4,4,3,4,1588.48044444443,,,"Bow Valley",0
4,4,4,1,1,5,1758.17333333303,279.563379458539,1837.63886691816,"Bow Valley",0
4,3,3,5,6,4,2271.04577777888,2189.94483414128,1980.82379617145,"Bow Valley",0
1,1,1,1,1,1,2827.87422222293,1402.86095553573,1252.19979768048,"Bow Valley",0
4,5,3,1,1,4,1711.2062222225,1462.48397766658,1201.10273415584,"Bow Valley",0
5,5,5,3,1,5,1402,189.487380073766,255.615603427741,"Bow Valley",0
4,5,5,4,1,5,1466.18000000025,169.208108721303,54.204617093782,"Bow Valley",0
3,3,3,5,6,3,2020.84711111173,1460.28853167286,1283.51943737702,"Bow Valley",0
1,1,1,1,1,1,2715.84666666593,3011.44634029336,2845.52876416279,"Bow Valley",0
1,4,1,3,4,3,2001.1653333335,,,"Bow Valley",0
4,5,4,3,1,4,1499.52666666673,151.736448658655,257.492991482962,"Bow Valley",0
4,4,4,1,1,5,1885.06666666654,480.815220114672,1759.07550521312,"Bow Valley",0
4,6,4,3,1,4,2375.2471111114,2670.23162265314,2628.57401491884,"Bow Valley",0
1,1,1,1,4,1,2687.69377777926,2755.83324267935,2516.38905618327,"Bow Valley",0
5,3,4,5,5,5,2207.6799999997,1113.28307231378,1109.01203856948,"Bow Valley",0
7,7,7,7,7,7,2228.06666666654,369.071333160869,248.810964567821,"Bow Valley",0
4,4,4,3,3,4,1526.94,,,"Bow Valley",0
5,4,3,3,3,5,1681.34666666673,265.918102784916,180.604466713383,"Bow Valley",0
4,3,3,3,1,4,1955.16666666648,946.100050641745,872.275323454391,"Bow Valley",0
4,5,5,4,1,5,1493.11333333371,17.4134404668584,49.6506485088123,"Bow Valley",0
3,3,3,5,6,3,2256.36044444469,1832.43651326249,1523.18152779584,"Bow Valley",0
6,4,6,6,1,6,1525.40088888805,175.837144193193,190.612484890608,"Bow Valley",0
3,4,4,3,4,4,1800.71244444379,231.801402486978,180.885395732465,"Bow Valley",0
4,5,4,3,3,4,1707.58666666698,989.826366118973,1812.10142367647,"Bow Valley",0
1,1,1,1,4,1,2334.35422222233,1094.9793685959,875.21236673805,"Bow Valley",0
1,1,1,1,4,1,2413.86622222256,1270.90736896411,1170.71519142332,"Bow Valley",0
3,3,3,5,6,3,1720.88044444394,577.20773455299,423.183264617511,"Bow Valley",0
3,3,3,5,6,3,2324.81911111002,960.310647640383,903.429195326986,"Bow Valley",0
4,3,3,1,1,4,2074.7528888886,2264.39398779309,2758.67509515747,"Bow Valley",0
5,4,3,3,3,5,1937.40000000044,1124.4633136515,2142.66615901238,"Bow Valley",0
5,4,3,3,3,5,1707.53288888959,1105.23479287533,1008.70663227452,"Bow Valley",0
5,5,5,3,1,5,1439.80000000037,17.4134404668584,0,"Bow Valley",0
3,3,3,5,6,3,2463.54088888878,849.684033358004,713.691818592139,"Bow Valley",0
3,4,4,3,4,4,2073.13288889008,569.290017412229,342.524538829526,"Bow Valley",0
5,4,3,3,3,5,1633.23377777857,,,"Bow Valley",0
4,5,4,3,1,4,1685.76666666697,1413.21747893776,1314.34827989914,"Bow Valley",0
5,4,5,3,3,5,1432,8.52360412042671,6.54742155432671,"Bow Valley",0
4,5,3,1,1,4,1712.96666666686,1374.66550211051,1361.10838608374,"Bow Valley",0
4,4,4,1,1,5,1560.09955555508,399.320459165617,205.006919445159,"Bow Valley",0
5,4,5,5,5,5,1667.4528888881,1863.25388083095,1699.07967917236,"Bow Valley",0
3,3,3,5,6,3,2148.35955555445,40.5056344341433,60.3530985169522,"Bow Valley",0
3,3,3,5,6,3,2292.64666666858,1117.34496089553,991.322090763943,"Bow Valley",0
4,4,4,4,3,4,1536.87955555607,363.006316732238,460.601905959658,"Bow Valley",0
4,3,3,1,1,4,1875.21244444366,1995.37448274302,2201.1214004616,"Bow Valley",0
4,5,5,4,1,5,1520.58666666698,829.511042245507,595.604829058041,"Bow Valley",0
4,4,4,4,3,4,1954.28666666648,1010.96111649164,1019.08215718353,"Bow Valley",0
4,5,4,1,4,4,1977.40000000019,2113.40568289766,2075.21355170214,"Bow Valley",0
4,4,4,4,3,4,1604.89955555638,740.591901746028,850.601905959658,"Bow Valley",0
1,4,1,3,4,3,2021.52711111227,886.904940572445,630.445733990415,"Bow Valley",0
5,4,3,3,3,5,1800.19333333427,1317.35141738739,1205.92215189626,"Bow Valley",0
0,0,0,0,0,0,1571.10044444455,292.500174276659,586.487580319819,"Bow Valley",0
3,5,4,1,1,4,1678.95955555545,62.4474409171545,281.091014757917,"Bow Valley",0
1,1,1,1,4,1,2439.07955555528,1745.11309084951,1590.83119174518,"Bow Valley",0
1,1,1,1,4,1,2507.15688889276,1547.18760270149,1363.20048153947,"Bow Valley",0
3,4,3,3,1,3,1850.72622222268,369.071333160869,482.105079550438,"Bow Valley",0
3,3,3,5,6,3,2140.34799999921,2086.15781451393,1911.09201127546,"Bow Valley",0
7,7,7,7,7,7,2225,319.496306005709,230.047782495385,"Bow Valley",0
4,3,3,5,6,4,2167.40711111134,30.8216010761394,49.9777437102644,"Bow Valley",0
4,6,5,1,1,5,1402,243.361641782137,292.706618195505,"Bow Valley",0
1,1,1,1,4,1,2548.52533333502,3456.38530930858,3365.60678301431,"Bow Valley",0
3,4,4,3,4,4,1848.66622222294,1429.55874283991,1690.60190595966,"Bow Valley",0
3,3,3,5,6,3,2260.35333333209,1556.60617929294,1348.79522594952,"Bow Valley",0
1,4,1,3,4,3,1979.0862222225,1715.87062938286,2488.47435927558,"Bow Valley",0
3,1,3,6,5,3,2437.82622222304,1627.62459024024,1558.82517680938,"Bow Valley",0
4,5,4,3,3,4,1716.55377777726,1222.22987934114,1057.31975454713,"Bow Valley",0
1,4,1,3,4,3,2270.53333333343,2293.12458661332,2227.26909068426,"Bow Valley",0
6,4,6,6,1,6,1423.86711111085,50.4350808390555,0,"Bow Valley",0
4,4,5,3,1,5,1495.05288888885,422.464753115034,196.435376737379,"Bow Valley",0
4,3,3,3,1,4,2217.35999999957,1761.52855653016,1730.81719026243,"Bow Valley",0
4,4,4,1,3,4,1714.78044444441,429.684033358004,2723.02392680711,"Bow Valley",0
4,5,5,4,1,5,1495.45955555558,622.485059618541,488.868606209535,"Bow Valley",0
1,1,1,1,1,1,2541.82044444461,3176.15794089275,2986.12382666187,"Bow Valley",0
4,4,4,4,3,4,1550.90044444492,633.212944879904,520.601905959658,"Bow Valley",0
1,1,1,5,5,3,2354.48577777833,2740.54779113554,2784.59932042524,"Bow Valley",0
4,4,4,3,3,4,1527.02666666685,,,"Bow Valley",0
5,4,3,3,3,5,1641.13377777795,,,"Bow Valley",0
4,5,4,3,1,4,1551.95955555545,797.413440466858,685.732004797199,"Bow Valley",0
4,6,3,5,3,4,1893.88622222194,1845.71550675548,2515.20138613689,"Bow Valley",0
4,5,4,1,4,4,1538.45955555558,366.720672705096,617.251606080794,"Bow Valley",0
3,3,3,5,6,3,2439.09333333263,1622.6742436207,1585.78937686796,"Bow Valley",0
4,6,3,5,3,4,2028.04622222179,451.362696910178,2005.21079626317,"Bow Valley",0
4,5,4,1,4,4,1834.25999999963,201.850106228637,247.279960661885,"Bow Valley",0
1,1,1,1,1,1,2569.73911111183,,,"Bow Valley",0
4,4,4,1,3,4,1463.14622222224,130.153522332459,167.552305432031,"Bow Valley",0
4,4,3,1,1,4,1620.45955555558,162.586559533142,246.026993209496,"Bow Valley",0
4,6,3,5,3,4,2165.95288888865,1093.31067130131,1388.31360253831,"Bow Valley",0
4,5,4,3,1,4,1573.02666666685,576.175861467862,457.917750582894,"Bow Valley",0
3,3,3,5,6,3,2283.06044444435,2558.23104370396,2530.83269771064,"Bow Valley",0
3,4,3,3,1,3,1838.64622222237,172.653778606091,240.450551376565,"Bow Valley",0
1,1,1,1,4,1,2570.82666666604,1018.58386502305,830.575985176698,"Bow Valley",0
4,5,5,4,1,5,1518.78000000006,376.231989344754,106.037061652901,"Bow Valley",0
3,4,3,3,1,3,1787.0400000002,266.155060527287,116.570804673014,"Bow Valley",0
4,4,4,4,3,4,2097.68711111085,1741.19642181971,1516.23334055285,"Bow Valley",0
5,4,3,3,3,5,1676.34622222213,175.39123330218,161.056268537965,"Bow Valley",0
1,1,1,1,4,1,2099.38000000055,3270.71365835114,3105.34709026535,"Bow Valley",0
1,1,1,1,3,1,2175.89244444497,1977.20976727886,1604.37984406326,"Bow Valley",0
5,4,3,3,3,5,1512.90000000031,446.602529251122,437.203327827793,"Bow Valley",0
3,3,3,4,4,3,2136.32044444449,1844.04864698826,1545.21068891492,"Bow Valley",0
1,1,1,1,4,1,2530.0266666683,2176.8731418048,2075.33708358593,"Bow Valley",0
4,4,4,4,3,4,1704.1324444448,718.573065344498,599.826501234221,"Bow Valley",0
4,3,3,5,6,4,2254.31244444572,234.686291515938,216.561304407143,"Bow Valley",0
5,5,5,3,1,5,1453.28666666648,428.067036318212,281.089576478794,"Bow Valley",0
4,4,4,4,3,4,2109.13333333402,2251.40040485002,2094.33472808722,"Bow Valley",0
1,1,1,1,4,1,2569.33911111114,2358.3545900292,2236.12938126413,"Bow Valley",0
4,3,3,3,1,4,1987.95288888916,727.839771001739,1313.9730067905,"Bow Valley",0
4,4,3,1,1,4,1644.56000000013,940.366526970275,1312.5171373219,"Bow Valley",0
4,3,4,5,5,4,2188.83288888772,782.987608962621,745.148081798666,"Bow Valley",0
4,4,4,1,1,4,1436.96622222199,79.2847495103955,5.27245543994187,"Bow Valley",0
5,1,3,4,4,4,2314.65999999981,1553.17208301714,1463.25379738832,"Bow Valley",0
4,4,4,3,1,4,1518.06711111048,461.485807533188,436.920273667601,"Bow Valley",0
4,4,4,4,3,4,1544.35333333302,419.347775050913,255.715830695815,"Bow Valley",0
4,5,4,1,4,4,1537.0933333334,322.696934259045,911.47164445951,"Bow Valley",0
4,4,4,1,1,4,1433.85377777776,12.5865595331416,44.7952918175779,"Bow Valley",0
5,3,6,1,5,6,2117.00622222287,660.790177367321,1779.04287086388,"Bow Valley",0
4,3,3,5,6,4,2264.28666666622,2691.5648205285,2499.08441878635,"Bow Valley",0
4,4,4,4,3,4,1965.36666666704,690.458216369271,571.730906101644,"Bow Valley",0
1,1,1,1,4,1,2323.01955555503,196.866783420574,290.898527666228,"Bow Valley",0
4,4,4,4,3,4,1851.05999999974,342.930257630308,421.037611936219,"Bow Valley",0
5,3,6,1,5,6,1773.15333333272,4.06295541271485,4.69926471909597,"Bow Valley",0
4,5,4,3,1,4,1518.64666666698,188.560866920442,114.472123815537,"Bow Valley",0
4,3,4,5,5,4,2117.11377777713,1143.29245649516,1059.06663322019,"Bow Valley",0
3,4,3,3,1,3,1749.73955555577,308.259602820135,292.014921607658,"Bow Valley",0
3,3,3,5,6,3,2160.46711111185,610.602502426751,428.641229066998,"Bow Valley",0
4,4,4,4,3,4,1768.35377777789,5.6210779452891,1159.13500015998,"Bow Valley",0
4,4,4,1,3,4,1433.36622222218,9.68403335800394,0,"Bow Valley",0
5,4,3,3,3,5,1802.11333333396,432.126304773309,369.415071794884,"Bow Valley",0
3,3,3,1,1,3,2249.28711111134,3250.23822549178,2971.60308105168,"Bow Valley",0
4,3,3,1,1,4,1866.70577777725,1540.04878192213,2207.66653407587,"Bow Valley",0
4,5,5,4,1,5,1460.80666666692,8.52360412042671,72.0058928841751,"Bow Valley",0
4,5,4,3,1,4,1572.91333333315,720.594229918187,608.065278849043,"Bow Valley",0
3,3,3,1,1,3,2131.69288888928,3039.23629008052,3005.89452587074,"Bow Valley",0
4,5,4,3,3,4,1644.34000000019,606.542554424424,1568.69224871711,"Bow Valley",0
