"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","pack","used"
1,1,3,6,5,3,2469.40666666554,2326.27976688418,2444.09549594666,"Red Deer",0
4,5,4,1,4,4,1687.06666666654,231.876855003737,0,"Red Deer",0
1,1,1,1,4,1,2402.77999999955,1130.37343621173,9783.23803617648,"Red Deer",0
4,5,4,3,1,4,1553.10044444455,308.259602820135,131.967621951086,"Red Deer",0
,,,,,,2543.66622222217,1458.02108875278,4333.84784710648,"Red Deer",0
4,4,4,4,3,4,2196.51955555506,3027.95436570175,9324.34308242658,"Red Deer",0
4,4,4,4,3,4,2225.9595555557,3678.25817544501,4267.12748889101,"Red Deer",0
1,1,1,1,4,1,2537.12000000093,2917.07610407141,12658.4753862745,"Red Deer",0
1,1,1,1,4,1,2791.83066666603,2161.80262591602,2032.23048589305,"Red Deer",0
,,,,,,1873.9280000015,928.966038119809,770.367593070573,"Red Deer",0
,,,,,,1895.78044444374,393.154827210256,3173.15963129197,"Red Deer",0
1,1,1,1,4,1,2638.72044444349,2148.04857582745,8863.16479468524,"Red Deer",0
1,1,3,6,5,3,2440.97288888879,2472.87027909771,2595.66346289562,"Red Deer",0
,,,,,,2058.23911111145,1614.3970799229,1499.75154839772,"Red Deer",0
,,,,,,1798.80799999939,358.90122171314,4737.9221081237,"Red Deer",0
3,3,4,6,5,4,2313.25377777727,1069.58034365146,924.187449084807,"Red Deer",0
,,,,,,1658.74622222206,213.604483435772,325.104746637866,"Red Deer",0
,,,,,,1788.2248888894,40.5056344341433,2069.90587208886,"Red Deer",0
1,1,1,1,4,1,2374.32800000211,1636.09081112453,7222.20655178444,"Red Deer",0
,,,,,,1823.34000000019,172.653778606091,3872.78925705749,"Red Deer",0
1,1,1,1,4,1,2557.8524444457,3585.36096840478,3528.27410122886,"Red Deer",0
,,,,,,1711.63955555583,1093.39697412019,7693.93990152454,"Red Deer",0
,,,,,,1892.99288888885,8.52360412042671,62.760054647769,"Red Deer",0
1,1,1,1,4,1,2918.53155555526,3205.42042423285,11958.2415560435,"Red Deer",0
1,1,1,1,4,1,2872.73066666885,960.042467031422,819.693000238587,"Red Deer",0
1,1,1,1,4,1,2507.71333333301,6044.32767800095,6107.91087742718,"Red Deer",0
,,,,,,1630,147.236797975177,7821.50849868096,"Red Deer",0
3,1,3,6,5,3,2589.3662222215,1334.49454622066,1467.44543773921,"Red Deer",0
,,,,,,1967.18000000025,331.784455483427,307.614360505926,"Red Deer",0
3,4,5,5,4,4,2246.88044444461,1301.2613553894,9667.49965964263,"Red Deer",0
1,1,1,1,4,1,2804.16177777914,4822.77945795889,4903.94203807481,"Red Deer",0
4,5,4,3,3,4,1963.13333333308,17.4134404668584,14870.7776476335,"Red Deer",0
4,5,5,3,3,5,1920.46666666673,1719.56206831853,6684.13530234715,"Red Deer",0
,,,,,,2265.93955555514,1271.10133245483,2550.30152752072,"Red Deer",0
3,5,3,3,4,3,2115.42666666704,764.945712726784,2150.8641979974,"Red Deer",0
1,1,1,1,4,1,2805.57333333203,1518.77094100738,1311.501943225,"Red Deer",0
5,3,6,1,5,6,1876.7391111109,484.598382902658,6896.86887861242,"Red Deer",0
3,3,3,1,3,3,1900.96711111079,950.315966641996,774.869314331212,"Red Deer",0
,,,,,,2037.72711111122,8.52360412042671,2468.71832133403,"Red Deer",0
,,,,,,1770.76711111091,133.621810316686,1612.47447163175,"Red Deer",0
,,,,,,1636.84666666661,44.1206892416644,7834.6803477132,"Red Deer",0
3,1,3,6,5,3,2307.41911111196,8.52360412042671,5643.21376278668,"Red Deer",0
4,3,3,5,6,4,2422.11333333252,935.874430002579,2220.06564037244,"Red Deer",0
,,,,,,1965.33333333271,422.321114521979,6757.61330598507,"Red Deer",0
5,3,6,1,5,6,1984.67955555551,82.6582908418119,7579.38073230186,"Red Deer",0
1,1,1,1,4,1,2492.90133333228,2870.44965943246,11779.4708513431,"Red Deer",0
1,1,1,1,4,1,2820.66311110937,385.089011463989,291.623522086185,"Red Deer",0
4,4,4,4,3,4,1812.88666666722,138.25708614063,4692.82894789999,"Red Deer",0
,,,,,,1987.04666666716,745.766918850726,5653.15152458709,"Red Deer",0
1,1,1,1,4,1,2634.90488888927,2148.20268740926,2124.58383597012,"Red Deer",0
5,1,3,4,4,4,2163.70622222262,519.053956543144,1132.95581392199,"Red Deer",0
,,,,,,2027.46088888924,1309.10141332557,1208.81660714839,"Red Deer",0
3,5,4,1,1,4,1817.46622222212,490.201973050228,287.877515142993,"Red Deer",0
3,3,3,4,4,3,2400.66577777663,338.946185305256,5724.11165952228,"Red Deer",0
1,1,1,1,4,1,2951.41511111154,3872.11481723371,4127.11552204053,"Red Deer",0
1,1,1,1,1,1,2650.72666666661,1703.24921178713,1605.38247640277,"Red Deer",0
3,5,4,1,3,4,1715.45955555558,520.700346016642,6434.5075329189,"Red Deer",0
1,1,1,1,4,1,2419.29999999999,1461.73987889906,9531.28867230465,"Red Deer",0
,,,,,,1811.80000000037,274.306590668298,154.530337961445,"Red Deer",0
,,,,,,1968.48044444443,23.8047225996683,138.808247435838,"Red Deer",0
1,1,1,1,4,1,2743.35333333447,2375.85719236952,4655.2850940812,"Red Deer",0
,,,,,,1783.94,20.3159666419961,5038.33580548792,"Red Deer",0
7,7,7,7,7,7,1858,299.163162687256,9303.15066752673,"Red Deer",0
1,1,1,1,1,1,2438.64666666791,2639.67192272887,3673.82812701355,"Red Deer",0
4,5,5,3,3,5,1761.68666666667,59.7971629254433,10.5735198904604,"Red Deer",0
4,5,3,1,1,4,1890.63955555557,192.071477709427,362.785839040987,"Red Deer",0
4,4,4,1,1,4,1854.91333333315,383.546340071643,12185.3125242714,"Red Deer",0
1,3,3,1,3,3,2220.35955555563,2784.29736169824,4388.32540800047,"Red Deer",0
,,,,,,2489.73955555458,1182.95721841514,10438.4798335947,"Red Deer",0
1,1,1,1,4,1,2775.17377777908,4492.56976546792,8626.82538625215,"Red Deer",0
1,1,1,1,1,1,2681.23288888909,3437.39565828838,9713.27148273557,"Red Deer",0
1,1,1,1,4,1,2671.82666666536,4015.61355594932,3845.7690545507,"Red Deer",0
1,1,1,1,3,1,2316.95244444455,1105.64740135295,1270.03931881064,"Red Deer",0
4,5,4,3,3,4,1769.40711111134,377.360357509602,4270.80160083154,"Red Deer",0
5,4,3,3,3,5,1650.93333333346,79.4255904525764,332.349145605601,"Red Deer",0
1,1,1,1,4,1,2479.51155555707,3847.25697299537,11896.9876247446,"Red Deer",0
,,,,,,1813.94,84.1720542984952,52.8920413561853,"Red Deer",0
,,,,,,1606.63377777782,159.684033358004,173.210426446123,"Red Deer",0
3,1,1,3,4,3,2524.69911111096,1122.45460131672,1127.9097411981,"Red Deer",0
1,4,3,1,1,3,2216.51955555583,384.16535800089,1408.41450609587,"Red Deer",0
,,,,,,1893.17955555564,510.596374895137,1792.47862732194,"Red Deer",0
,,,,,,1905.13999999963,355.598149523032,6131.12395002366,"Red Deer",0
1,1,1,1,4,1,2478.92000000181,2691.47023308786,10206.6433934594,"Red Deer",0
4,1,4,1,1,4,1670.93333333346,27.9095144816908,62.1247753278432,"Red Deer",0
,,,,,,2410.03288888947,540.749780884944,12178.8800005471,"Red Deer",0
1,1,1,1,4,1,2340.05911111306,1642.02807978631,11031.1540928528,"Red Deer",0
,,,,,,2273.27955555651,1839.77540001287,1777.67925051595,"Red Deer",0
3,4,5,5,4,4,2289.89288888916,1561.96494227382,9854.44200914905,"Red Deer",0
,,,,,,2329.37377777845,1286.69878927987,8554.87870062666,"Red Deer",0
4,4,4,4,3,4,1990.63244444493,158.657543089597,7478.88753713299,"Red Deer",0
,,,,,,1629.89955555545,9.68403335800394,145.104746637866,"Red Deer",0
3,3,3,5,5,3,2206.38577777788,1927.81383730516,6087.16376846718,"Red Deer",0
,,,,,,2253.42133333297,1013.65635644624,995.438995532328,"Red Deer",0
1,1,1,1,4,1,2708.35999999889,2120.72705509258,10523.024168349,"Red Deer",0
1,1,1,1,4,1,2688.75911111266,2868.74352807684,7443.27490502389,"Red Deer",0
1,1,1,1,4,1,2306.71333333301,2193.6435957085,2101.78628187897,"Red Deer",0
,,,,,,1574.58666666698,441.99043795232,362.207715635194,"Red Deer",0
1,1,1,1,1,1,2290.78000000006,4053.22643255589,9150.31505732053,"Red Deer",0
4,5,4,3,3,4,2005.6733333329,402.903155914985,5380.80130578552,"Red Deer",0
,,,,,,1925.38666666735,415.305960611876,8134.30589363085,"Red Deer",0
,,,,,,2180.49288888872,600.19059445165,557.428415211219,"Red Deer",0
1,1,3,5,4,3,2390.89333333284,402.51923392229,8884.19564767488,"Red Deer",0
1,1,1,1,1,1,2419.68622222155,1275.60680779435,2616.28697340357,"Red Deer",0
1,1,1,1,4,1,3011.72088888954,3883.10287639441,9997.14211995424,"Red Deer",0
,,,,,,1726.37999999988,679.424642778206,7037.36522308594,"Red Deer",0
1,1,3,4,6,3,2202.29288888909,4179.40191162041,7681.73371831974,"Red Deer",0
4,5,4,1,4,4,1737.21999999994,131.873975435212,122.968076099642,"Red Deer",0
3,4,3,3,1,3,1773.74000000037,128.326724180298,1.18718899781018,"Red Deer",0
,,,,,,1583.43999999987,19.8905687136943,5.50900670658016,"Red Deer",0
4,5,5,4,1,5,1633.0933333334,1126.12146204981,904.946192123227,"Red Deer",0
,,,,,,2063.26044444423,2190.71988151302,2955.93387447894,"Red Deer",0
1,1,1,1,4,1,2587.01466666784,1757.28413660048,2417.39223245164,"Red Deer",0
4,5,4,1,4,4,1795.31333333333,646.397563675597,461.704428610111,"Red Deer",0
1,1,1,1,4,1,2154.90666666728,1176.34759955883,1045.27143872151,"Red Deer",0
3,3,3,5,5,3,2223.56666666667,2282.82371370722,10842.833417639,"Red Deer",0
1,1,1,1,1,1,2379.57377777664,684.360424647158,9571.6133439254,"Red Deer",0
1,1,1,1,4,1,2664.03377777682,3500.14901451175,11006.9989926569,"Red Deer",0
1,1,1,1,4,1,2364.01866666758,1002.024581747,5757.16953061074,"Red Deer",0
,,,,,,1835.19333333401,459.684033358004,448.544788115774,"Red Deer",0
1,1,3,6,5,3,2444.39288888903,2396.30066146802,2264.28174415451,"Red Deer",0
4,3,3,3,1,4,2195.19999999988,650.393167513937,3088.81498999868,"Red Deer",0
1,1,1,1,1,1,2434.84666666593,1964.06342339671,2519.88966622299,"Red Deer",0
1,1,1,1,3,1,2222.43377777794,431.736466809866,382.744081513924,"Red Deer",0
5,4,3,3,3,5,1646.67955555551,1048.35987552084,826.233634124395,"Red Deer",0
1,1,1,1,1,1,2720.2804444448,2273.90111632462,2182.26517039199,"Red Deer",0
3,5,4,1,3,4,1741.9066666666,592.672145833907,547.743295733313,"Red Deer",0
4,3,3,3,1,4,2087.41288888867,2639.67192272887,5497.12748889101,"Red Deer",0
3,3,5,5,5,4,2373.88666666655,1744.98778233872,11277.3606843059,"Red Deer",0
1,1,1,1,4,1,3065.67466666766,2101.04699722331,3098.46271718482,"Red Deer",0
,,,,,,1916.71333333259,710.637019154799,1531.40124583989,"Red Deer",0
,,,,,,2008.15999999994,174.427331041994,6374.27302141867,"Red Deer",0
4,1,4,1,1,4,1793.56000000013,2494.54247501689,2802.6871263152,"Red Deer",0
4,5,5,3,1,5,1949,349.882872915652,5253.17141492069,"Red Deer",0
1,1,1,1,4,1,2404.87333333465,761.762713968434,7482.02169243668,"Red Deer",0
1,1,1,1,4,1,2539.38622222088,1487.47981068912,1318.92914390367,"Red Deer",0
1,1,1,1,1,1,2417.50000000013,3419.40110196973,3248.70329479937,"Red Deer",0
,,,,,,2162.70000000043,278.852008857587,1341.40960555244,"Red Deer",0
1,1,1,1,1,1,2579.90622222174,1031.20591565543,937.841222431018,"Red Deer",0
3,4,5,5,4,4,2235.80666666692,715.635738564754,11891.6395538034,"Red Deer",0
4,5,3,1,1,4,1789.66711111122,1259.05400234113,2138.29428033346,"Red Deer",0
,,,,,,1789.52666666791,642.252731462282,1056.21828871667,"Red Deer",0
3,4,4,3,4,4,1991.28666666715,514.48433317891,410.971422365712,"Red Deer",0
,,,,,,2073.14577777763,567.476131635143,576.191939369218,"Red Deer",0
3,5,4,1,3,4,1788,256.068778437784,11672.0499684323,"Red Deer",0
4,5,3,1,1,4,1983.62666666641,566.800168219289,552.942987116213,"Red Deer",0
4,5,4,3,3,4,1838.62000000012,503.88998744732,6040.88982266836,"Red Deer",0
,,,,,,1617.53333333327,147.236797975177,0,"Red Deer",0
,,,,,,2148.38000000055,355.452858796459,504.826643680418,"Red Deer",0
3,1,3,6,5,3,2482.15911111191,3651.21530145738,10032.8426532112,"Red Deer",0
1,3,3,1,3,3,2277.46666666647,867.825649015441,3778.59875416011,"Red Deer",0
,,,,,,1798.90711111147,187.669498026604,1697.24404003991,"Red Deer",0
1,4,3,1,1,3,2346.35333333302,64.7275672957172,97.3612961014858,"Red Deer",0
,,,,,,2489.19377777888,1308.45900272936,10757.0071252246,"Red Deer",0
4,3,3,3,1,4,1992.75333333295,1227.92158342857,1359.88590597546,"Red Deer",0
4,5,4,3,1,4,1596.43999999987,194.963931884916,111.126224941224,"Red Deer",0
4,6,4,3,1,4,2349.15999999968,2350.20898504215,2211.28664036608,"Red Deer",0
4,4,4,4,3,4,1924.91999999944,708.682457379656,1278.38490733787,"Red Deer",0
,,,,,,2008.59333333353,353.820438240719,800.150192550831,"Red Deer",0
,,,,,,2076.06000000025,23.8047225996683,1526.44098440455,"Red Deer",0
,,,,,,2304.08622222106,1229.93973284199,1242.6871263152,"Red Deer",0
1,1,1,1,1,1,2602.16044444336,1803.39035518539,6980.26389001533,"Red Deer",0
,,,,,,1655.37999999988,187.669498026604,368.289752306073,"Red Deer",0
,,,,,,2212.71955555588,383.936182181259,9873.02521803164,"Red Deer",0
1,1,1,1,4,1,2736.67422222051,4578.06511562547,4411.64708077644,"Red Deer",0
1,1,1,1,4,1,2343.40000000061,1385.00201665585,9798.91249655501,"Red Deer",0
,,,,,,1960.39955555651,1918.95146213152,1751.75041829842,"Red Deer",0
1,4,3,3,5,3,2248.94000000026,258.402827290373,8089.48256517426,"Red Deer",0
1,1,1,1,4,1,2790.32711111119,1702.82681169118,9453.19653854316,"Red Deer",0
4,4,4,4,3,4,1978.97377777775,242.894139696501,2993.43431846023,"Red Deer",0
1,3,3,5,5,3,2384.04044444455,4959.03399449568,4833.30109011923,"Red Deer",0
1,4,3,1,1,3,2304.91911110996,2946.05265342093,2751.25021808579,"Red Deer",0
1,1,1,1,4,1,2301.09288888879,775.399200655494,3231.38848730278,"Red Deer",0
,,,,,,1737,20.3159666419961,35.6554065526476,"Red Deer",0
4,4,4,4,3,4,2342.93244444466,3046.94888460992,3920.50686825855,"Red Deer",0
4,4,3,1,1,4,1805.79377777776,351.294877112811,150.76194897266,"Red Deer",0
1,1,1,1,3,1,2449.70000000069,2132.76714328473,1944.61205768555,"Red Deer",0
1,1,1,1,4,1,2454.64044444462,1734.8351571508,2049.10852502715,"Red Deer",0
1,1,1,1,4,1,2847.41377777576,4175.71424568669,4908.8187894831,"Red Deer",0
4,4,4,4,3,4,1846.50711111102,759.684033358004,3706.10869201385,"Red Deer",0
5,3,6,1,5,6,1882.00666666629,63.4065745841059,5680.40383720024,"Red Deer",0
3,4,5,5,4,4,2327.55377777751,1894.01816740925,12315.8966942106,"Red Deer",0
1,1,1,1,4,1,2488.18044444444,1321.96470325828,4618.34967356898,"Red Deer",0
1,1,1,1,4,1,2722.21911111182,2380.83699906168,2333.72436554897,"Red Deer",0
1,1,1,1,1,1,2917.22088888822,2655.67367874311,4638.5917777975,"Red Deer",0
,,,,,,2074.62666666734,1048.69696646854,992.387502463839,"Red Deer",0
1,1,1,1,1,1,2499.70044444504,974.415478586874,8104.26501317209,"Red Deer",0
,,,,,,1756.09288888879,514.66941542084,7544.47494212533,"Red Deer",0
1,1,1,1,4,1,2568.51288888919,2950.72800175426,6394.66956644144,"Red Deer",0
4,5,4,3,1,4,1642.36622222218,72.5865595331416,0,"Red Deer",0
4,4,4,4,3,4,2317.28666666715,1668.17186306264,3894.8643380521,"Red Deer",0
1,1,1,1,1,1,2602.58755555687,2930.65409287338,5247.59402284857,"Red Deer",0
4,5,4,3,1,4,1648.62000000012,17.4134404668584,271.815714363009,"Red Deer",0
,,,,,,1731.93333333346,1005.10318353894,6916.78994922663,"Red Deer",0
4,4,4,4,3,4,2099.90000000006,2965.90766995813,7674.68016898398,"Red Deer",0
4,4,4,4,3,4,2178.18622222219,4305.59972236116,4498.62414934284,"Red Deer",0
4,3,4,5,5,4,1733.58711111133,9.68403335800394,4976.0487888277,"Red Deer",0
3,4,5,5,4,4,2240.56044444499,3853.08172791728,3777.70719933839,"Red Deer",0
3,5,3,3,4,3,2039.55199999925,919.856143688616,6893.65871293781,"Red Deer",0
1,1,1,1,4,1,2003.26666666803,831.461556635607,13086.1552448295,"Red Deer",0
,,,,,,2317.65333333301,1429.22333258748,1753.72879706273,"Red Deer",0
3,4,5,5,4,4,2284.22000000019,3826.22106033892,4417.12748889101,"Red Deer",0
1,1,1,1,4,1,2205.45955555625,742.240087061056,6647.29258616472,"Red Deer",0
5,4,4,1,4,5,2124.09333333221,210.593746626237,0,"Red Deer",0
4,4,4,4,3,4,1986.04666666716,1664.47153132729,7503.07205417967,"Red Deer",0
4,5,3,1,1,4,2006.47333333302,633.118057930076,610.835020473881,"Red Deer",0
4,4,4,4,3,4,1834.36666666679,715.885675350676,4322.88991582751,"Red Deer",0
,,,,,,1678.66666666636,190.787979835402,538.417577085035,"Red Deer",0
,,,,,,1760.55333333358,1210.50417345191,7123.27008590517,"Red Deer",0
1,1,1,1,4,1,2530.66666666687,1388.35484011359,8801.53889863705,"Red Deer",0
1,1,1,1,4,1,2468.82666666672,4223.88789438824,6030.62769809385,"Red Deer",0
,,,,,,2086.6999999995,516.658652101325,496.585056775872,"Red Deer",0
4,4,4,4,3,4,2149.90000000031,134.882268832932,9426.01363129908,"Red Deer",0
,,,,,,2335.74666666666,68.9869404158164,2023.9432134525,"Red Deer",0
,,,,,,2209.30577777732,85.5284741384265,3115.19590947848,"Red Deer",0
1,1,1,1,4,1,2625.29911111061,1050.56039948428,12799.0295548686,"Red Deer",0
4,5,4,3,1,4,1805.18088888853,2204.168945155,1929.29030707544,"Red Deer",0
3,3,4,6,5,4,2324.03244444342,258.842804160972,12556.3593295887,"Red Deer",0
1,4,3,3,5,3,2167.2666666671,1299.014584826,2698.41318466535,"Red Deer",0
1,3,3,1,3,3,2319.93955555514,932.43889028229,3538.59875416011,"Red Deer",0
4,5,5,3,3,5,1993.08622222199,726.877048997018,1832.99789037475,"Red Deer",0
4,5,4,3,3,4,1872.13333333308,585.749873968184,11280.0790846917,"Red Deer",0
4,4,4,4,3,4,2018.26044444475,84.1720542984952,11601.5690205078,"Red Deer",0
4,5,4,3,3,4,1709.56711111102,906.818515836009,1709.01347935059,"Red Deer",0
4,5,4,1,4,4,1633.50711111128,840.049403360714,682.398865658755,"Red Deer",0
1,4,1,3,4,3,2198.27955555575,838.901251637621,5792.39661496074,"Red Deer",0
4,5,4,3,1,4,1717,1760.315966642,1730.5162678744,"Red Deer",0
1,1,1,1,1,1,2481.98622222281,4249.35305371281,6366.84743930007,"Red Deer",0
1,1,1,1,4,1,2688.25244444505,3123.86565833272,3142.59721318609,"Red Deer",0
3,1,3,6,5,3,2600.58666666647,4029.69189282729,8669.42697097431,"Red Deer",0
4,4,4,4,3,4,2050.65333333352,705.823375941603,7633.72878556791,"Red Deer",0
,,,,,,1980.62399999944,1034.08350072834,1594.84263040503,"Red Deer",0
,,,,,,2573.37911111092,620.820809420172,13406.6043648183,"Red Deer",0
3,4,3,3,1,3,1760.53955555588,47.4134404668584,19.9346706480818,"Red Deer",0
4,3,3,3,1,4,2184.7333333329,1522.5410123245,5043.28219120244,"Red Deer",0
1,1,1,1,4,1,2418.91333333485,3905.51878199146,3878.2921105588,"Red Deer",0
,,,,,,1919.36133333416,581.129870118967,1697.99634109124,"Red Deer",0
5,1,4,6,5,5,2163.71999999888,1494.9959806665,7561.89935393888,"Red Deer",0
1,3,3,4,3,3,2253.91288888761,1386.87258046167,1204.80323389436,"Red Deer",0
3,1,3,6,5,3,2473.15955555559,3166.05102509326,10395.5170379683,"Red Deer",0
,,,,,,1935.49333333358,887.413440466858,1174.21733541278,"Red Deer",0
1,1,1,1,1,1,2608.95911111126,1884.06697053552,9616.17009788721,"Red Deer",0
4,4,4,1,1,4,1825.63377777782,498.424127008358,14606.947152802,"Red Deer",0
,,,,,,2160.52622222237,9.68403335800394,2493.83729554678,"Red Deer",0
5,4,3,3,3,5,1840.99377777739,12.5865595331416,9.96767355612507,"Red Deer",0
5,3,6,1,5,6,1851.22666666648,30.8216010761394,13585.0499466472,"Red Deer",0
4,3,3,3,1,4,2150.48622222243,1909.71982762753,1787.39715865565,"Red Deer",0
1,1,1,1,1,1,2529.1066666653,1079.93088442569,13977.9130957751,"Red Deer",0
4,4,4,4,3,4,1880.00666666629,2109.35720932558,2077.30783530316,"Red Deer",0
,,,,,,2437.33955555532,2121.20165705164,5897.73843014064,"Red Deer",0
,,,,,,2405.10044444413,2129.9488829057,3327.43429652721,"Red Deer",0
3,3,3,5,6,3,2044.24622222167,1075.77269296485,5476.82169729005,"Red Deer",0
1,1,1,1,4,1,2597.87288888792,3701.21315851662,3833.36341809135,"Red Deer",0
,,,,,,1759.77377777813,403.920041242412,1813.58516757901,"Red Deer",0
,,,,,,2284.47955555682,2382.1841894488,2208.68213992876,"Red Deer",0
1,1,1,1,3,1,2471.30622222311,2797.07371257688,2649.92636358211,"Red Deer",0
,,,,,,2003.22622222306,1810.73245102398,1732.82220683994,"Red Deer",0
,,,,,,1682.84666666661,19.8905687136943,7660.86676654778,"Red Deer",0
,,,,,,2815.27466666586,2508.6708338186,9755.88119195155,"Red Deer",0
1,1,1,1,4,1,2406.75911111147,331.784455483427,238.598754160106,"Red Deer",0
4,3,4,5,5,4,2015.61999999894,2582.59143725586,3175.53264426736,"Red Deer",0
1,1,1,1,1,1,2897.37422222162,5746.91302834345,5686.42173198806,"Red Deer",0
3,3,3,1,3,3,1835.63333333321,506.236857399239,579.010714228074,"Red Deer",0
,,,,,,2096.21377777733,50.4350808390555,1826.82530126051,"Red Deer",0
,,,,,,1970.28666666741,1010.315966642,4762.42833613939,"Red Deer",0
1,4,3,3,5,3,2155.6404444453,750.113455895492,5483.9061158766,"Red Deer",0
1,1,1,1,4,1,2308.50044444567,1211.2996969357,6185.93283818496,"Red Deer",0
4,3,3,5,6,4,2213.33911111149,4513.14635949914,6185.26597563567,"Red Deer",0
7,7,7,7,7,7,2245.93333333346,49.4832660077138,9103.73564961985,"Red Deer",0
,,,,,,2041.56666666735,79.2847495103955,209.047392981133,"Red Deer",0
4,5,4,3,3,4,1998.52666666673,1816.46973491141,3671.13200700162,"Red Deer",0
5,3,4,5,5,5,2278.619555555,1340.64503630351,5658.78512353565,"Red Deer",0
1,1,1,1,1,1,2551.39377777774,2272.30560011869,2164.96930474238,"Red Deer",0
1,1,1,1,1,1,2625.79377777725,4275.0825894041,8990.17722253486,"Red Deer",0
3,3,3,4,4,3,2372.12000000025,1951.97961816696,9836.31890849503,"Red Deer",0
,,,,,,1724.93955555514,204.218717073202,7988.38054845077,"Red Deer",0
1,1,1,1,4,1,2627.67377777912,579.342900130573,6419.83727140604,"Red Deer",0
,,,,,,1519.39288888903,464.031121159925,426.185742394929,"Red Deer",0
5,4,4,1,4,5,1857.9537777777,748.87276776946,1018.45825683991,"Red Deer",0
4,4,4,3,3,4,1858.1408888891,23.8047225996683,10528.3737399678,"Red Deer",0
4,5,4,1,4,4,1689.51377777757,452.22020926843,362.078554094249,"Red Deer",0
,,,,,,1779.36711111072,273.684182606887,1621.06643164097,"Red Deer",0
7,7,7,7,7,7,1858.83288888891,766.012450889434,9168.00863093103,"Red Deer",0
4,4,4,4,3,4,2073.46044444386,530.111430686885,598.133451018482,"Red Deer",0
,,,,,,1789.2666666671,1449.88722780769,1261.52472416639,"Red Deer",0
1,1,1,1,4,1,2432.36711111258,1199.9611287225,6445.61607964563,"Red Deer",0
3,4,4,3,4,4,2026.7604444441,958.724385471107,5420.98236795588,"Red Deer",0
1,1,1,1,1,1,2659.2666666671,1356.57080364036,2084.36067014969,"Red Deer",0
,,,,,,1913.18000000025,461.846400614843,4262.83686450903,"Red Deer",0
1,1,1,1,1,1,2645.84622222225,3487.88746146119,4771.4723997753,"Red Deer",0
4,5,4,3,1,4,1603.80622222205,1294.47056116604,1245.2459094058,"Red Deer",0
1,1,1,1,4,1,2810.97377777868,1670.47715981744,2787.61740444617,"Red Deer",0
1,1,1,1,4,1,2595.20800000093,3752.90972129554,6864.0134017907,"Red Deer",0
3,3,5,5,5,4,2150.12577777774,2179.54298897126,4475.06252788101,"Red Deer",0
5,3,6,1,5,6,1967.87288888834,1716.82079384796,2510.96733130102,"Red Deer",0
3,3,3,5,5,3,2190.48711111165,2828.22704335959,6760.26875241102,"Red Deer",0
1,1,1,1,1,1,2679.99377777781,2620.37029464053,3124.92889398355,"Red Deer",0
4,5,4,1,4,4,1741.24666666679,175.225048372716,120.014703910862,"Red Deer",0
4,5,4,1,4,4,1586.33288888904,1168.88049832082,989.083790129531,"Red Deer",0
,,,,,,1993.2471111114,355.598149523032,478.544788115774,"Red Deer",0
1,1,1,1,1,1,2222.64666666698,9.68403335800394,77.1606598131104,"Red Deer",0
7,7,7,7,7,7,2377,3165.50158705556,3106.53801685396,"Red Deer",0
3,1,3,6,5,3,2533.61600000013,3019.27714151307,8211.83575230731,"Red Deer",0
,,,,,,1693.49333333358,122.843548432325,0,"Red Deer",0
,,,,,,1975.81999999949,778.052337424787,661.07573180022,"Red Deer",0
1,1,1,1,4,1,2964.7662222222,3134.7623747048,3694.07935415131,"Red Deer",0
4,4,4,3,1,4,1524.78000000006,196.07740111434,214.835311788433,"Red Deer",0
1,4,3,1,1,3,2329.11377777764,621.952241639577,772.903355267745,"Red Deer",0
,,,,,,2262.00000000026,9.68403335800394,37.6877949839581,"Red Deer",0
,,,,,,1750.16666666623,64.7275672957172,7791.13812433074,"Red Deer",0
1,1,1,1,1,1,2832.42711111165,1783.08339729092,3061.93113072019,"Red Deer",0
1,3,3,5,5,3,2295.98711111084,64.7275672957172,1962.53960505917,"Red Deer",0
3,4,5,5,4,4,2222.59333333327,3217.28639297522,3092.57315895222,"Red Deer",0
4,4,5,3,1,5,1549.27999999993,1143.55357461112,970.403046230815,"Red Deer",0
5,3,6,1,5,6,2009.4333333324,469.616337528108,4836.02226284179,"Red Deer",0
3,5,3,3,4,3,2044.14622222224,9.68403335800394,5603.85104841543,"Red Deer",0
,,,,,,2027.55955555552,711.068187886268,637.856177322072,"Red Deer",0
1,1,1,1,1,1,2771.87955555395,828.483284385873,819.219856795446,"Red Deer",0
1,1,1,1,4,1,2982.85244444393,5290.06693855611,7671.71092324193,"Red Deer",0
1,1,1,1,3,1,2479.18711111208,378.236683785125,6602.38718494912,"Red Deer",0
1,1,1,1,3,1,2474.85466666697,101.567396558807,1302.27265779208,"Red Deer",0
4,4,4,1,3,4,1522.16711111109,219.684033358004,487.101403965886,"Red Deer",0
4,5,4,3,3,4,2021.03333333314,1016.309504756,4786.54993501585,"Red Deer",0
1,1,1,1,4,1,2150.95333333428,454.742114073182,353.886940380545,"Red Deer",0
,,,,,,2554.92888888886,1355.06860317178,9271.60619716318,"Red Deer",0
3,3,4,6,5,4,2354.81422222226,1353.13885207775,5547.61862964468,"Red Deer",0
4,6,4,3,1,4,2219.66711111122,105.123768891811,570.475095557081,"Red Deer",0
,,,,,,1679.62000000012,342.586559533142,497.312873684801,"Red Deer",0
